Student_ID,Class_ID,Name,Gender,Date_of_Birth,Region of birth,Current state of residence,engagement_in_class,health_condition,Class Spec
a4244f23-0d5b-47cd-8000-35f0df7d0dd7,SS3 Class D,Mr. Timothy Dawson,Male,2008-01-04,South South,Kano,Slightly active,None,Art
48f9e3d0-1fea-41e0-99e6-04b38412a335,SS2 Class D,Christopher Cole,Male,2009-01-10,South East,Taraba,Active,Epilepsy,Science
6ffe33b3-d4bf-4a4b-a5b8-a42f836b15c7,SS3 Class E,Thomas Velasquez,Female,2008-09-25,North East,Imo,Active,Dyslexia,Art
06d3db93-ee33-488d-997e-6845e27718c5,SS1 Class A,James Brooks,Male,2007-11-09,South South,Taraba,Active,Dyslexia,Art
5ffa46ef-14e4-480c-be99-36a362dbc850,SS2 Class A,Fernando Garcia,Male,2009-09-20,North Central,Sokoto,Slightly active,Dyslexia,Art
ca97ebf5-55d5-46af-a663-d2cdb6f6dbf1,SS2 Class E,Andrew Lowery,Female,2009-03-10,South West,Nasarawa,Unactive,None,Science
2387eaf6-d4c3-4832-b231-c60b78f2ce6b,SS2 Class F,Julie Gilbert,Female,2008-07-18,North West,Delta,Highly active,None,Art
41843b03-04dd-4054-9448-23f7e7e646c7,SS3 Class F,Chase Bentley,Female,2007-05-25,North Central,Cross River,Unactive,None,Art
1c76bdf6-6c5a-4c93-871c-08849bdf90f2,SS2 Class F,Cynthia Martinez,Female,2009-07-13,North Central,Enugu,Active,None,Art
cb3cf8ca-a392-4731-ab79-afcc3d0a5f0c,SS3 Class B,Amy Copeland,Male,2010-03-20,South South,Ebonyi,Slightly active,None,Art
04351b64-893a-4232-98c3-e3ca7ff4cec6,SS1 Class C,Laura Higgins,Female,2008-03-21,North Central,Kaduna,Active,None,Art
9d642932-0066-453d-ade2-99a14a90cd0c,SS1 Class D,Kenneth Lopez,Female,2009-07-24,South South,Yobe,Active,None,Art
f982f4e0-8603-456a-95ea-cbcfab1021ce,SS2 Class E,Troy Stephens,Male,2008-05-15,North West,Zamfara,Highly active,None,Science
8ddce719-81f3-4dd4-bd03-4adac9525185,SS3 Class A,Shane Williams,Male,2007-10-12,South East,Zamfara,Unactive,None,Science
40ef3935-5f90-4ed6-bb25-664d630aa767,SS1 Class A,Heather Jones,Female,2006-11-02,South South,Akwa Ibom,Slightly active,None,Art
a0d572c8-a837-4e68-bba2-05ca3dba6da8,SS2 Class A,Kevin Sherman,Male,2006-12-06,North West,Bayelsa,Active,Dyslexia,Art
8bc78e81-5a30-4528-8b59-95622227219f,SS3 Class F,Marvin Greer,Male,2009-01-10,South South,Bayelsa,Active,None,Science
b20507bb-fb16-4757-b6f1-86abaf475b49,SS3 Class F,Clarence Taylor,Male,2006-11-21,South East,Katsina,Active,None,Art
752a7d25-f190-4b7e-86b4-69efb74eba93,SS1 Class B,Dakota Moody,Male,2008-04-25,North East,Rivers,Troublesome,Dyslexia,Art
eef16694-50ca-432d-8aba-590ee2c328aa,SS1 Class D,James Ochoa,Male,2006-12-05,North East,Jigawa,Unactive,None,Science
c0d7ac73-095f-4a81-80d9-2bce7930ba20,SS2 Class A,Donna Atkins,Male,2007-12-14,North East,Delta,Unactive,None,Science
54f90429-a7de-42cc-9da4-f4a70c3ce284,SS1 Class A,Robert Kim,Male,2008-02-27,South West,Edo,Unactive,None,Science
e506f670-7092-447d-be49-69ec6667d3bb,SS3 Class F,Gina Lopez,Female,2008-08-09,North Central,Kwara,Troublesome,None,Art
ec9f9c54-5e0a-42ab-bf5d-b163b12b6680,SS3 Class D,Debra Miller,Male,2007-07-12,North East,Benue,Slightly active,None,Science
9a3a6103-6e3c-4532-9434-8f626cac028c,SS3 Class C,Catherine Carter MD,Male,2010-02-28,North East,Kano,Slightly active,None,Science
4e76833a-4baf-4f5e-a932-009453f28f11,SS3 Class A,Mitchell Jackson,Male,2008-09-14,North West,Kwara,Troublesome,None,Art
0ad7c9a2-7277-46ec-99fe-fbbc71a3fad2,SS1 Class E,Susan Mendez,Male,2008-03-29,North Central,Akwa Ibom,Active,None,Art
fae3114b-a3b4-42bd-8649-42966f5842c3,SS3 Class F,Amy Lambert,Female,2007-05-19,North Central,Gombe,Troublesome,None,Science
cd14a03e-8359-4af6-9d01-f55f67fd64c4,SS3 Class B,Caitlin Johnson,Male,2009-07-18,South West,Yobe,Active,None,Art
c8040fb7-ad97-4b67-9b89-e5cbd942644c,SS3 Class D,Cameron Young,Male,2007-05-12,North West,Imo,Troublesome,None,Science
6202bee6-5cb5-469c-9dc7-b3e6a52964ff,SS2 Class D,Amanda Hernandez,Female,2009-07-10,North West,Lagos,Troublesome,None,Art
5f3c44dc-5ef7-47b8-b2e6-195f732e2016,SS1 Class E,Billy Taylor,Male,2006-11-30,North West,Bauchi,Highly active,None,Science
a6499cdc-507b-4072-a5e5-8f345df06e8c,SS2 Class D,Tyler Johnson,Male,2008-03-06,North East,Kogi,Slightly active,Dyslexia,Art
63119aca-848a-4440-bfc1-58582fa0d842,SS1 Class A,Autumn Hampton,Female,2008-05-13,South South,Ekiti,Unactive,Sickle Cell,Science
ff11c8ba-36ee-4640-b23e-f466b43bd27f,SS1 Class F,Melissa Lutz,Female,2007-11-08,South South,Kebbi,Highly active,None,Science
da52d2ee-22bf-48f5-9f65-2a87333ee344,SS3 Class E,Christopher Reeves,Female,2010-05-14,South West,Benue,Unactive,None,Art
ae92ea71-cf7d-4b43-9679-742fff4c96d6,SS1 Class F,Victoria Contreras,Female,2010-01-29,North East,Enugu,Unactive,Dyslexia,Science
8acbbe09-8ccc-4cea-909f-d8eeb5a47200,SS2 Class B,Elijah Moore,Female,2009-09-22,North Central,Lagos,Slightly active,None,Science
a3404f08-b341-41b8-ad65-22b4b5a5f8e6,SS2 Class C,Isaiah Walker,Female,2010-09-18,South East,Kaduna,Active,Dyslexia,Science
238d6f44-cac4-40eb-b373-730efc31a597,SS3 Class B,Johnny Ward,Male,2010-07-30,South West,Yobe,Active,None,Art
cdbcc653-77a7-48b7-9e70-f65f9280c5aa,SS1 Class B,Mrs. Stacey Jones,Female,2006-11-21,South East,Ebonyi,Highly active,None,Art
b807d78a-b788-45d1-bfe5-75f665edcfe3,SS3 Class A,Jason Ortiz,Female,2008-06-23,South West,Ekiti,Unactive,None,Art
f8ede0ca-2015-4a72-92e1-53a6932cae01,SS2 Class C,Benjamin Owens,Female,2008-09-28,South East,Bauchi,Highly active,None,Art
e0c1ff1e-20da-4972-9832-1ee48471b4b0,SS1 Class A,Kristen Matthews,Female,2007-02-15,North Central,Delta,Slightly active,Dyslexia,Art
6ec01269-2108-4dd9-b75d-1e3cc48d5650,SS1 Class A,Sheena Guerra,Male,2008-04-26,South East,Jigawa,Troublesome,Dyslexia,Science
2a26f770-4ddb-4b36-a72c-058884a2576c,SS3 Class A,Timothy Perez,Female,2008-06-14,South East,Niger,Highly active,None,Science
e519dd7e-84d6-4c4f-b0df-1684f28e4122,SS1 Class A,Blake Gonzalez,Male,2010-01-11,South South,Rivers,Unactive,Dyslexia,Art
200b2903-4642-4c45-8d03-f17af4d375c1,SS1 Class D,Lisa Davis,Male,2009-04-27,South West,Kano,Active,Dyslexia,Science
f10d27c8-9780-4215-ab2b-b8e9a417c093,SS3 Class E,Carolyn Weber,Female,2010-07-05,South West,Imo,Slightly active,None,Science
d7b00bdc-566e-4cbe-9aea-622fe6e987ca,SS3 Class B,Amanda Shields,Female,2007-05-31,South South,Ogun,Active,Dyslexia,Science
a4364fcd-f2d3-4761-8ba3-627914cb0564,SS2 Class E,Deborah Clark,Female,2007-02-28,South West,Oyo,Active,None,Science
a394ed54-9e3c-4a88-aaa5-6e6d92779574,SS1 Class B,Stephen Gardner,Male,2009-09-14,North East,Rivers,Active,None,Art
7ba24588-4d56-4a3d-b4e7-069aa4540937,SS2 Class B,Robert Sullivan,Male,2008-05-14,South West,Akwa Ibom,Troublesome,Dyslexia,Science
0f5675f8-b048-4aa1-92ae-5c22741b77f5,SS1 Class D,Jason Marshall,Female,2009-04-28,North East,Kano,Slightly active,None,Science
5005680f-24c7-48a5-9b4e-164b5716dc2e,SS1 Class C,Emma Travis,Male,2007-09-05,South West,Jigawa,Highly active,None,Art
2179e3f0-6612-4ab4-b9b2-1e6e586a346a,SS2 Class C,Kayla Rodriguez,Male,2010-08-11,North Central,Kaduna,Slightly active,None,Art
44790612-1f5d-488f-b76a-bf093de28859,SS2 Class C,Charles Williams,Male,2010-04-12,North East,Kogi,Troublesome,None,Art
9d896047-dd39-4793-a257-a4a2f204be89,SS3 Class C,Victor Barrera,Male,2007-02-15,South East,Kaduna,Unactive,Dyslexia,Science
93e34c35-ef0a-473d-93d2-d56dd0401587,SS1 Class D,Cheryl Moore,Female,2008-04-17,North West,Kwara,Active,None,Science
7faeb748-7781-421e-83c5-01cbfef7d9ea,SS1 Class C,Kathleen Davis,Male,2008-03-12,South East,Katsina,Active,None,Science
f778c676-750d-412e-8164-ceec64ab851b,SS1 Class E,Kevin Williams,Male,2008-09-21,North West,Ekiti,Highly active,None,Science
e1e0fffc-98f6-4d7f-beb1-62f14806f804,SS3 Class B,Megan Mitchell,Female,2009-10-30,North East,Bayelsa,Troublesome,Dyslexia,Science
6e51484d-1b84-4dc3-98e0-49de0217ea0e,SS2 Class D,Dennis Diaz,Male,2010-02-19,South West,Edo,Troublesome,None,Art
668c8477-0b95-417c-9dae-1201673ba8bd,SS1 Class C,Justin Cox,Male,2009-05-02,South East,Ogun,Slightly active,None,Art
8116e3fc-62e7-41a6-92d2-fa0649e1cd13,SS1 Class F,Joshua Bryan,Male,2010-08-26,North East,Nasarawa,Active,None,Art
1e6a6628-9c6d-42d5-ae2e-9af99f8cc29f,SS1 Class B,Brent Brooks,Male,2007-11-25,South South,Imo,Slightly active,None,Science
f05eeefe-8ece-4128-96ce-4b42fc9e1dcb,SS3 Class D,Charles Morrison,Female,2010-09-30,South South,Jigawa,Highly active,None,Science
0b990034-0a4e-4552-8005-1b1066c14dca,SS1 Class D,Micheal Brock,Female,2009-04-26,North East,Yobe,Troublesome,Ulcer,Art
9b33e3a4-2620-49a9-b4fd-33d184f2fd0f,SS1 Class A,Brenda Velazquez,Female,2010-04-11,North West,Anambra,Active,None,Art
fd98fe33-6498-4be9-a999-bbef518b2f21,SS1 Class D,Sarah Wheeler,Female,2007-08-25,South West,Edo,Highly active,None,Art
88476c56-827c-4f8c-940a-c5e981df6517,SS1 Class B,Justin Wells Jr.,Male,2008-11-07,South East,Edo,Troublesome,None,Science
fada98f5-1c0f-4bdc-ac7e-937c54cc1e2a,SS2 Class C,Eric Roach,Male,2010-07-01,South South,Ogun,Slightly active,Dyslexia,Science
06d25913-a117-4719-b023-a0eadf41e335,SS1 Class C,Deborah Rios,Female,2008-02-18,South South,Edo,Active,None,Art
93dfd907-9416-44dc-86b2-8deff8d8b7f1,SS1 Class B,Anthony Castillo,Male,2009-12-16,South East,Ebonyi,Troublesome,None,Art
9ea7017c-b89f-4039-a107-cc4686341718,SS1 Class B,Jamie Underwood,Female,2007-06-08,North West,Bayelsa,Highly active,None,Science
f2bd92f2-9293-4705-8815-01473e00980e,SS2 Class C,Cheryl Alexander,Male,2010-06-02,North East,Rivers,Slightly active,None,Science
b0c4a01c-69b7-40fa-a6c4-32f66b352f85,SS3 Class C,Jonathan Carr,Male,2007-06-17,North West,Kebbi,Active,None,Science
bc5fd4dd-d92f-4c1e-9f70-fb2a78bb22a5,SS1 Class A,Michele Stone,Male,2007-09-13,South South,Ebonyi,Active,Asthma,Science
a987b218-ff84-4aef-9336-723b8f964685,SS3 Class C,James Frye,Male,2009-06-22,South West,Lagos,Unactive,None,Art
57a2be4e-887b-43e5-a980-f80875ac824c,SS2 Class F,Megan Dillon,Male,2007-02-07,South East,Oyo,Slightly active,None,Science
b17cfb21-cdbc-4c1c-a4af-e7bdae455cc6,SS2 Class C,John Bernard,Male,2008-11-08,South East,Cross River,Troublesome,None,Science
3990e2c9-4c6a-40f4-8ede-c44d476cf68c,SS1 Class B,Vickie Wise,Male,2009-01-02,South South,Enugu,Active,None,Science
b47a1c5b-b0b3-4015-b510-2852b4746349,SS1 Class E,John Castro DVM,Male,2009-07-20,North Central,Jigawa,Highly active,None,Science
1f33242d-49ac-4087-8601-5028b8beff3d,SS1 Class D,Kimberly Huang,Female,2006-10-14,South East,Katsina,Troublesome,None,Art
f4613f09-585a-4efb-9181-2f7765001423,SS2 Class C,Brianna Williams,Male,2010-09-26,North West,Bauchi,Highly active,None,Science
58ab4778-143b-45e3-b6d1-f6bbf48f709c,SS3 Class D,Mary Burgess,Female,2007-03-06,South East,Anambra,Unactive,Ulcer,Science
89e03e22-d3f4-449b-b3ba-ba8836c7d6fa,SS2 Class C,Justin Nelson,Female,2009-09-05,North Central,Zamfara,Troublesome,Dyslexia,Science
963a8617-bdab-47e7-9d9d-028e1bf645f6,SS3 Class C,Anthony Stein,Female,2008-03-16,South West,Cross River,Slightly active,None,Art
0d700ea4-3b9b-4d45-a350-55e439c59df9,SS1 Class F,Gary Kennedy,Male,2009-11-18,South South,FCT,Active,None,Art
01539221-2331-4a28-8550-eca8ae62990c,SS2 Class E,Vanessa Moore,Male,2008-05-13,North East,Sokoto,Slightly active,None,Art
e0decc3d-e172-4c83-af5e-4376a723fb72,SS1 Class F,Matthew Avila,Male,2008-06-15,South South,Oyo,Troublesome,None,Science
a55990e7-4910-4ade-9238-0bf24988e418,SS1 Class E,Randy Pearson,Female,2007-01-14,North East,Nasarawa,Slightly active,Dyslexia,Science
b91e3d6e-bd1a-4f4b-88ff-bd403b72c86d,SS2 Class E,Amanda Dorsey,Male,2010-06-28,South South,Adamawa,Highly active,None,Art
2d007d05-d66d-4627-a1da-ce6a6afa828c,SS3 Class F,Amanda Huff,Female,2007-09-23,South South,Ogun,Slightly active,None,Science
efc59738-2fb2-4e66-bed1-7aabc9b7c9bc,SS3 Class A,Shelia Roberts,Female,2008-03-06,North Central,Jigawa,Troublesome,None,Science
9165f2ed-4c63-4e95-825f-55430997623a,SS3 Class D,Tanya Rogers,Male,2007-09-22,South South,Bauchi,Highly active,None,Art
8b15bd94-a42d-4cd7-bd35-9f6a74503887,SS1 Class C,Stacy Anderson,Female,2008-10-23,South West,Bayelsa,Active,Ulcer,Science
315c167a-45d8-46ad-b7d0-359e811414f8,SS3 Class A,Erin Simon,Female,2007-07-27,North Central,FCT,Troublesome,Dyslexia,Art
2faabe0b-b7f6-4cdf-81dc-1c60a5f60735,SS3 Class F,George Phillips,Female,2008-05-21,North East,Ebonyi,Slightly active,None,Science
2ced3c0d-3173-44b5-81dd-484aaca58d95,SS1 Class B,Margaret Sullivan,Female,2006-12-03,North West,Imo,Highly active,None,Art
1634725b-53f3-4073-83e9-6ef46d7df5d0,SS1 Class F,Brandon Holden,Male,2008-01-26,South East,Bayelsa,Active,None,Art
3f800385-ef92-40b6-92d7-8f107a3a6e96,SS3 Class C,James Griffin,Female,2010-09-24,South South,Ogun,Active,None,Art
4d4c5280-5462-42e7-b43b-a0524459bd6e,SS1 Class D,Laura Green,Male,2008-12-22,South South,Adamawa,Unactive,None,Science
0fe76149-3c7e-4368-b159-48475c0b9b10,SS2 Class A,Julie Moore,Female,2008-07-03,North West,Kebbi,Unactive,None,Art
e5267a2b-ec50-4ce4-80a5-2e65afa28559,SS1 Class F,Patricia Vaughn,Female,2008-05-07,South South,Delta,Highly active,Dyslexia,Science
4b87959f-f0cd-4f05-aa87-855ea38295d3,SS2 Class A,Daniel Bernard,Female,2008-10-06,South West,Kano,Highly active,None,Science
bf6b8cdf-7479-4b61-a737-2b527a6a2107,SS2 Class F,Jacqueline Miles DVM,Female,2008-10-03,South West,Kogi,Slightly active,None,Science
aa0217d0-cd4f-4b2b-899a-c252c1e1b94a,SS3 Class F,Pamela Becker,Male,2010-02-17,South East,FCT,Troublesome,None,Art
14f573d0-c991-4032-9f85-c77798874bfe,SS1 Class C,Kelsey Cox,Male,2010-06-02,South West,Sokoto,Slightly active,None,Science
0fcf601f-1cb9-473a-906d-5c8cead08c89,SS3 Class B,Stephanie Harris,Male,2010-03-09,North West,Yobe,Active,None,Science
53ff8461-2a1f-4b61-a65c-b9d989628f6e,SS1 Class F,Jessica Frazier,Female,2008-11-19,South West,Bayelsa,Highly active,None,Art
1747f387-7d23-4479-9549-2a82b787ef8d,SS2 Class A,Jill Brown,Female,2008-03-10,North West,Adamawa,Highly active,Asthma,Science
74f0beae-6a59-43ce-8364-35e321c71aa3,SS3 Class D,Kristin Chambers,Male,2009-12-29,South South,Abia,Active,Dyslexia,Art
655ce508-0592-4fa5-b928-e23f4ee4334e,SS1 Class C,Aaron Robinson,Female,2007-02-07,South East,Ogun,Unactive,None,Art
58330b30-6c77-4e95-8b98-1ccd12b2102d,SS2 Class C,Kimberly Brown,Female,2006-12-15,North West,Nasarawa,Active,None,Science
ef0bea4f-fc73-4d92-91ab-3d11e4eb8000,SS2 Class D,Dustin White,Female,2009-10-26,North Central,Jigawa,Unactive,None,Art
fa740cc8-a43a-4b7a-840d-487422ab7752,SS3 Class D,Tracey Brooks,Male,2009-10-10,South East,Plateau,Troublesome,Sickle Cell,Science
de9f6f5b-72d3-4458-a1ea-2f30e42e707a,SS3 Class C,Jamie Miller,Male,2007-02-25,South West,Delta,Troublesome,None,Science
8a0f9508-dfe2-40a0-a96b-3c42f6d22a7b,SS3 Class E,Scott Wilson,Male,2008-01-02,North West,Imo,Unactive,None,Art
87623997-649f-4d88-8989-c5abfe2b34d8,SS2 Class E,William Davenport,Male,2010-06-04,North West,Delta,Active,None,Science
4c61845e-fa7e-4d94-85d1-fb63c194f97f,SS1 Class A,Nathan Coleman,Male,2007-11-15,North East,Imo,Troublesome,None,Science
3f5cf2f3-3acb-43a3-92c7-bffb6118433b,SS1 Class A,Christopher Lopez,Male,2007-03-19,North West,Sokoto,Active,None,Science
1ce362f8-c3f7-45fe-b99b-2b5ae00da49d,SS1 Class E,Matthew Mendez,Female,2010-02-03,South East,Plateau,Slightly active,None,Art
04015ced-e398-46bb-a23d-dfaaefad49e9,SS2 Class C,Austin Wheeler,Male,2009-06-11,South East,Nasarawa,Active,None,Science
b40a9181-ac09-4db7-9908-6e477249f62c,SS3 Class B,Dana Williams,Female,2007-08-09,North East,Niger,Slightly active,None,Science
379ef467-8a2d-42e6-bbfd-a8a6705fddf5,SS2 Class A,Patty Taylor,Female,2008-09-30,South East,Oyo,Highly active,None,Art
d0d75e37-3bf2-425f-8a0d-2b73fe54ee4b,SS2 Class D,Laura Ray,Female,2010-07-11,South East,Kebbi,Unactive,None,Art
52171bf3-d181-43d1-ac2b-0cfcc5c51060,SS1 Class D,Shawn Odom,Male,2008-10-25,North East,Kwara,Troublesome,None,Science
4ceda164-69df-44e9-b896-41dd8570b59f,SS2 Class D,Justin Vargas,Female,2007-12-22,North East,Plateau,Active,None,Science
a0411612-2cd5-4759-a95d-2761bc36dc59,SS3 Class E,Kristi Williams,Female,2009-03-23,South West,Plateau,Active,None,Art
abdd1a8f-a4b0-4c89-b10b-ce9c582b91ee,SS2 Class D,Joseph Horton,Male,2007-09-15,South South,Kaduna,Unactive,None,Science
605fb1eb-4cc5-4e0d-a633-20186883ac6e,SS1 Class A,Joshua Allen,Male,2008-06-18,North East,Bayelsa,Troublesome,None,Science
b523c0de-db87-429c-8cfd-0fc139b02e2a,SS2 Class B,Joel Brown,Male,2010-09-26,South East,Ondo,Unactive,None,Science
8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,SS1 Class A,Jasmine Scott,Male,2007-02-12,North Central,Jigawa,Slightly active,None,Science
ec170298-143d-45b3-a58e-83dd548c1d84,SS1 Class F,Jacob Nichols,Male,2007-03-17,North West,Abia,Unactive,None,Art
44b9e602-0d31-412e-b0c3-6756d453f867,SS2 Class B,Larry Williams,Female,2009-09-28,South East,Taraba,Active,None,Science
c2fe8954-cdfd-4531-b02b-783112a1fe7d,SS2 Class F,Megan Robinson,Female,2009-12-01,North West,Anambra,Troublesome,Dyslexia,Science
553d2625-e833-4da5-9e95-d6953579c143,SS1 Class E,Terry Lewis,Male,2008-10-27,North West,Taraba,Troublesome,None,Art
1e086f20-bdd1-41b0-b64a-b6ec30a5648e,SS3 Class F,Nicole Rocha,Male,2008-05-01,North East,Osun,Highly active,None,Science
345af934-b42a-4d93-9aba-0f15b2149062,SS3 Class D,David Morris,Male,2010-01-23,South South,Akwa Ibom,Unactive,Asthma,Science
889d4b76-775c-40b5-a173-0c4848769153,SS1 Class F,Elizabeth Ward,Male,2007-04-09,North East,Zamfara,Unactive,None,Science
193e638d-774c-4afa-bf4d-908ce1fff6c0,SS2 Class E,Miranda Gill,Female,2007-09-25,South East,Adamawa,Highly active,None,Art
5ee68495-3400-49c3-aa11-905b51facefa,SS1 Class A,Angel Shields,Female,2008-05-09,South East,Oyo,Unactive,None,Science
42c21797-0426-4cc9-a55b-30e2bdc2b74b,SS2 Class F,Lauren Cortez,Female,2007-09-11,North East,Ogun,Troublesome,Dyslexia,Science
54720d2d-3239-4ffb-a704-6f254b91b8cb,SS2 Class B,Kelly Sanchez,Female,2006-11-02,North West,Ekiti,Highly active,None,Science
af521b94-f186-447a-a794-63208cf6e8b8,SS1 Class F,Phillip Burns,Male,2009-06-27,South East,Ekiti,Troublesome,None,Science
7d97ac0f-bd56-49c4-a446-1663b93b17fb,SS1 Class C,Nicholas Bell,Female,2010-06-16,North West,Taraba,Troublesome,None,Art
7d024c6d-8bea-45c1-b866-77aa23d4526b,SS2 Class E,Steve Mooney,Female,2007-09-04,North Central,Sokoto,Active,Dyslexia,Science
08a8ac7f-8621-48ad-8f09-105cf50d7a37,SS3 Class A,Angela Meyers,Female,2007-09-10,North East,Ebonyi,Active,None,Science
6992896e-01a2-4ed1-83ab-b5f10c6b7074,SS2 Class F,Mark Jones,Male,2010-02-26,North West,Ondo,Unactive,None,Art
8177b661-37fe-432c-8257-185126a9e100,SS2 Class D,Antonio Little,Male,2007-03-20,South West,Oyo,Active,None,Science
7bb3447b-e9aa-444b-9dd4-3675ef145064,SS1 Class A,Alexis Patel,Female,2008-08-30,North Central,Jigawa,Active,None,Art
8787ea21-0448-4a22-8308-aa5e694d7b00,SS1 Class F,Kimberly Mitchell,Male,2010-01-30,South East,Bauchi,Slightly active,None,Science
ac8d6c7d-b2a6-4468-902b-124380913ac1,SS1 Class E,Todd White,Male,2006-12-01,South South,Plateau,Slightly active,None,Science
261e2555-863e-4f2a-98a8-06efeb053fc4,SS1 Class C,Manuel King,Female,2008-11-20,North West,Anambra,Highly active,None,Art
659b0105-cb80-4288-846f-64dd5abca6e5,SS3 Class E,Tyler Stevens,Female,2007-09-17,North East,Adamawa,Highly active,Ulcer,Science
39d1c7ff-b27e-4442-bd7f-e9733e42df5b,SS2 Class E,Ronald Miller,Male,2010-03-21,North West,Adamawa,Active,None,Science
c27437eb-a65f-4b8a-9bb4-4021fdde64af,SS1 Class C,Jared Bennett,Male,2009-10-30,South South,Borno,Troublesome,Dyslexia,Art
026b5383-a301-4c03-8e5d-8c6a79db7862,SS2 Class E,Angela Bruce,Male,2007-03-28,North West,Kaduna,Highly active,None,Science
90dbfad6-54ce-46be-88cc-e2c2a518a418,SS1 Class D,Valerie Jacobson,Male,2007-06-04,South East,Yobe,Troublesome,None,Science
361f6d90-3ad1-4a33-8ae4-ac11eb4d8f42,SS1 Class A,Melissa Knight,Male,2008-12-31,North Central,Osun,Highly active,None,Science
13087974-ec95-43ac-8beb-7c3445667c48,SS2 Class F,Diana Daniels,Male,2009-09-21,North East,Ebonyi,Slightly active,None,Science
edc3a1c3-2dea-4d2d-886c-405fa879d8f8,SS3 Class A,Alexis Clark,Male,2010-03-19,North West,Zamfara,Slightly active,None,Science
b674410d-d218-49d6-8093-bfb024e9bcfd,SS3 Class A,Tanya Evans,Male,2009-08-24,South West,FCT,Slightly active,None,Art
d5aba8ae-9112-4bc0-bd8f-95f4905f9096,SS3 Class F,Megan Fernandez,Male,2007-11-03,South West,Edo,Slightly active,None,Art
23d3cd4c-bd5f-4093-816f-9bcc6243bed7,SS1 Class E,Melissa Miller,Male,2010-04-26,North West,Edo,Active,None,Art
0dbf0caf-588a-4f87-b96d-40f8bed63da0,SS3 Class F,David Jones,Male,2010-08-30,North East,Ekiti,Troublesome,Dyslexia,Science
f4719986-9d26-4599-84dd-8df59aec56a8,SS3 Class A,Tracy Nguyen,Male,2008-02-02,North East,Sokoto,Active,None,Science
fe1a1ba9-c896-4c5b-85f8-c28da255e1bb,SS1 Class B,Darren Tran,Female,2010-08-02,South South,Gombe,Active,None,Science
ae007b7e-2f8c-43e5-ae8d-9644601bfbcb,SS2 Class C,Jamie Barton,Female,2006-12-02,South East,Gombe,Active,Dyslexia,Art
b68e47fa-3f17-4534-8c4d-58194b9dfd58,SS3 Class E,Derrick James,Male,2007-11-07,South South,Plateau,Slightly active,None,Science
bd5a0c9e-277e-40aa-a247-541dc8ad0899,SS3 Class E,Isaac Davis,Female,2008-03-01,North East,Imo,Highly active,None,Art
5c238d8d-71da-45b9-8eea-9db8f165d779,SS1 Class B,Ashley Miller,Female,2007-02-25,North East,Sokoto,Slightly active,None,Art
8e0370cf-8e96-4227-b2e7-6b516e54ac6d,SS2 Class F,Ashley Davis,Female,2008-10-31,North East,Borno,Active,Dyslexia,Science
991965ea-98d0-4c2c-97d3-0f328de1596c,SS1 Class E,Sharon Smith,Female,2006-12-22,North Central,Bauchi,Unactive,None,Science
15aede0f-c777-407f-a346-d4ef69ef74e3,SS3 Class F,Kristin Haney,Female,2010-02-25,South West,Ogun,Slightly active,None,Science
2b69c95e-8567-4b58-926b-ffa53e245fbf,SS2 Class A,Caroline Adams,Male,2009-03-05,South West,Kwara,Slightly active,None,Science
103246b3-255b-4c1c-be3d-5ee444b64ec1,SS1 Class E,Donald Evans,Male,2010-08-06,South West,Abia,Slightly active,None,Art
406f64d6-5c72-4ebd-93b1-1e59c85cd714,SS2 Class F,Michelle Simpson,Male,2007-04-12,South South,Nasarawa,Slightly active,None,Science
1b628a9d-7536-4b9f-b20f-72c09dde0188,SS3 Class C,Adam Foster,Male,2007-02-17,North East,Niger,Unactive,None,Science
cdd7f460-6140-47d3-9ec4-ea48d773f98d,SS2 Class D,Jessica Jordan,Female,2007-04-04,South West,Kano,Unactive,None,Art
f966d59f-a6aa-49e5-9c08-bf29d2d33488,SS1 Class B,Elizabeth Morrison,Female,2009-07-27,North Central,Oyo,Active,None,Science
506e50c7-7aa0-41e9-b36b-00cbb1fead13,SS1 Class F,James Flores,Male,2009-04-28,South East,Nasarawa,Active,None,Art
7db2a7aa-a205-454f-b1e8-c09dbc20b9f2,SS1 Class C,Rachael Nguyen,Female,2010-09-12,South East,Ondo,Slightly active,Dyslexia,Science
64976593-c92e-4c93-9105-c8d647c1c017,SS3 Class C,Timothy Gonzalez,Male,2007-07-17,South South,Rivers,Troublesome,Sickle Cell,Art
ae84b81c-2e0f-45b3-8bae-591eff4cc10f,SS2 Class B,Alyssa Acosta,Male,2010-04-13,South South,Bauchi,Unactive,None,Science
703e957f-35ab-4466-b557-8b00f166cdcf,SS3 Class B,Sandra Jones,Male,2007-07-01,North West,Abia,Highly active,None,Art
68bd80d7-cb88-4c32-8bb0-2a8bd908a121,SS3 Class B,Brenda Turner,Female,2007-12-25,South West,Adamawa,Active,None,Art
b719bb68-2775-4e42-a89e-22f240afbf3f,SS1 Class F,James Cole,Male,2008-09-20,North West,Sokoto,Active,Dyslexia,Art
669b29b8-950d-41a0-baaf-20019912316a,SS1 Class A,Tammy Kane,Female,2010-05-10,North West,Taraba,Slightly active,None,Art
ca6caf9b-0969-4101-8b2c-550a6b15c11b,SS3 Class C,Meredith Burnett,Male,2010-01-03,North West,Anambra,Highly active,None,Art
