Student_ID,Class_ID,Name,Gender,Date_of_Birth,State of Origin,engagement_in_class,health_condition,Class Spec
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,SS3 Class A,"Mamman, Adewale",Male,2009-10-07,Zamfara,Highly active,Dyslexia,Science
8861fe18-58e2-4888-8a83-81bec85aca46,SS3 Class B,"Chinedu, Uchenna",Female,2009-04-25,Taraba,Unactive,None,Science
11a72609-5edd-4bbf-a959-76636daa2e68,SS3 Class D,"Oni, Usman",Male,2008-06-09,FCT,Active,Sickle Cell,Science
033d2bce-575a-4d2c-a5c5-650c8186a576,SS2 Class A,"Hamisu, Itoro",Male,2007-10-22,Yobe,Troublesome,Dyslexia,Art
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,SS1 Class F,"Kayin, Tunde",Female,2008-05-28,Katsina,Highly active,Dyslexia,Art
5cb85aed-f5f6-4c97-aefb-63b11b049863,SS1 Class C,"Ibrahim, Ejiroghene",Male,2007-09-17,Zamfara,Slightly active,None,Science
75b17a55-d426-4982-a43e-4288a2b5b498,SS1 Class A,"Shehu, Okechukwu",Female,2008-05-14,Plateau,Unactive,None,Science
2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,SS2 Class F,"Azubuike, Chinweuba",Male,2009-01-02,Abia,Slightly active,None,Art
a6846099-f729-4951-8591-31d2bbda0242,SS1 Class F,"Ɗanjuma, Chidiegwu",Male,2010-04-16,Niger,Active,Dyslexia,Science
eb6c1016-cee6-44d0-9dac-6e8345241ea6,SS3 Class E,"Olamilekan, Abiola",Female,2008-09-29,Zamfara,Unactive,None,Science
7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,SS1 Class E,"Ige, Chukwuebuka",Male,2006-12-13,Borno,Active,Dyslexia,Art
97ac6aa8-bb24-48a3-9363-57b66f81cf4f,SS3 Class D,"Olufemi, Bitrus",Female,2009-03-15,Edo,Unactive,None,Science
3ed8c56c-da09-4fa0-9282-8d8044b591f7,SS1 Class E,"Okonkwo, Ejiro",Female,2007-10-17,Kogi,Unactive,None,Art
4767d76c-162f-4a24-af43-613cd4aac9a3,SS2 Class B,"Femi, Oluwasegun",Male,2008-01-18,Niger,Highly active,None,Art
c01f36bf-3e6d-458b-b367-c28de1b294de,SS3 Class B,"Tochukwu, Ese",Male,2009-02-26,Zamfara,Slightly active,None,Art
ab0e664e-9c3e-42d5-91e1-aa9676f72255,SS1 Class F,"Chiemeka, Chidubem",Male,2009-12-02,Bayelsa,Unactive,None,Art
7e8adee7-0758-4201-961e-16d16105716b,SS3 Class F,"Okorie, Oluwafemi",Male,2007-10-13,Ekiti,Troublesome,Dyslexia,Science
7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,SS1 Class D,"Umar, Bitrus",Female,2008-05-24,Osun,Unactive,None,Science
4223623b-cc3e-4dde-9ad5-cf06364d7c87,SS3 Class C,"Dada, Ime",Female,2010-09-08,Bayelsa,Slightly active,None,Art
989d9d4a-e15c-4666-8797-b2c957207246,SS3 Class D,"Azubuike, Bitrus",Male,2006-12-12,Cross River,Unactive,None,Art
8e485223-46b9-4991-a14e-b70db380c73a,SS1 Class C,"Oluwaseyi, Ejike",Female,2008-02-08,Jigawa,Active,None,Science
30e912f2-f2b4-4abf-8441-aefd0299436a,SS3 Class F,"Olanrewaju, Ade",Male,2007-07-12,Adamawa,Slightly active,None,Science
680bac63-b856-4035-bdc9-829015eabb27,SS2 Class B,"Uduakobong, Idowu",Female,2008-04-13,Kaduna,Slightly active,None,Art
3d85de89-c217-4429-8e20-07247d137018,SS1 Class C,"Uzochi, Bamidele",Male,2008-08-20,Bauchi,Highly active,None,Science
b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,SS3 Class A,"Idowu, Mamman",Male,2009-11-27,Lagos,Slightly active,None,Science
046a0df5-cafd-4613-b2bb-912d7da67785,SS2 Class A,"Adekunle, Ekundayo",Female,2006-10-17,Borno,Highly active,None,Science
6786d506-38ba-4abc-8b53-05e517d2582e,SS1 Class E,"Bamidele, Oluwaseyi",Male,2010-01-30,Kwara,Unactive,None,Science
a9f948b2-4e63-44bb-be49-3f43b118f68d,SS1 Class B,"Olabode, Oghenekaro",Female,2008-10-22,Bauchi,Slightly active,None,Art
8db06746-7927-4973-9e78-1fd794e0d3ba,SS1 Class C,"Chukwuma, Chukwuebuka",Male,2007-02-19,Gombe,Troublesome,None,Art
ff233d5f-6ced-415d-9800-7c0287ea7ff5,SS1 Class C,"Okonkwo, Jatau",Male,2009-04-23,Bayelsa,Highly active,Dyslexia,Art
5a104129-54ae-4d1b-8ce6-424dbef59fe6,SS2 Class D,"Ime, Akpofure",Male,2009-04-27,Borno,Highly active,None,Science
4e7ed827-455a-4762-b428-a656b3ee4d3b,SS3 Class D,"Obinna, Chikere",Male,2009-11-16,Kogi,Highly active,None,Art
b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,SS1 Class E,"Ndubuisi, Adisa",Male,2009-05-16,Ekiti,Highly active,Dyslexia,Art
be2d740a-1e9b-43bc-90c7-c006314d3441,SS3 Class B,"Ayotunde, Obinna",Female,2009-07-16,Ebonyi,Active,None,Art
b0ae8f08-c31e-4bbc-b36c-b62b892e6161,SS2 Class F,"Efe, Chijioke",Female,2007-01-13,Osun,Unactive,Dyslexia,Art
bd1531c8-3764-4bda-b108-d4482f65fafa,SS3 Class A,"Ejiroghene, Nonso",Male,2010-09-11,Rivers,Troublesome,None,Science
96ef2ad6-b97e-4703-86c8-adfe7bf47042,SS1 Class B,"Itoro, Olamilekan",Male,2009-02-15,Abia,Active,None,Art
98c7472a-864e-4a13-829c-fc0cfa02eaec,SS2 Class B,"Ogochukwu, Okoro",Male,2009-04-30,Adamawa,Troublesome,Dyslexia,Art
d52721e7-19bc-443e-bb02-bebb48729a4d,SS2 Class B,"Uzochi, Okorie",Female,2009-02-03,Rivers,Highly active,None,Science
5c62b3a2-3a3c-463e-8bd6-cee631b1b099,SS1 Class C,"Bitrus, Akuchi",Male,2008-04-06,Lagos,Troublesome,None,Art
b540b30e-039f-4a25-8d61-68bd2defe193,SS3 Class E,"Ndubuisi, Olayinka",Female,2006-11-20,Akwa Ibom,Active,None,Science
0ba6eab9-4639-447b-a067-bdac88bd13d1,SS3 Class A,"Azubuike, Nonso",Male,2010-01-21,Bauchi,Troublesome,None,Art
4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,SS1 Class F,"Bamidele, Folami",Female,2007-12-03,Ebonyi,Active,None,Art
a34b6cf6-2053-4a42-b1af-db65b289f224,SS2 Class B,"Ɗanladi, Ibrahim",Female,2009-12-19,Kwara,Unactive,None,Art
1a432f0a-7daa-49f0-80b6-fce2de53790a,SS2 Class E,"Onyekachi, Shehu",Female,2006-12-12,Bayelsa,Unactive,Dyslexia,Science
48ca7651-92f5-4f7b-8323-d342df6a8f93,SS1 Class B,"Shehu, Chike",Male,2006-12-09,Anambra,Troublesome,None,Art
5738811d-70c2-403f-ba8d-03aa782a65e0,SS3 Class C,"Uche, Ikenna",Male,2009-04-02,Benue,Active,None,Art
40a26c60-0d27-4659-b72a-da9b2f32751e,SS1 Class C,"Oghenekaro, Efe",Female,2008-05-29,Edo,Highly active,None,Science
1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,SS3 Class F,"Adebowale, Okeke",Female,2007-06-09,Ogun,Highly active,None,Science
7de31a51-6694-4343-90ba-58e3d2762bdc,SS2 Class F,"Oni, Taiwo",Female,2006-12-04,Taraba,Active,None,Science
afbb411a-a123-4a8c-93b7-a88612f70c97,SS1 Class A,"Oghenero, Lekan",Male,2008-08-22,Jigawa,Troublesome,None,Art
cfa701cd-2631-400b-a6d7-94d30db95301,SS1 Class E,"Folami, Chikere",Male,2010-06-05,Kwara,Slightly active,None,Science
15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,SS2 Class E,"Chike, Chimezie",Female,2009-11-10,Niger,Highly active,None,Art
8edddfcd-1e52-4770-bf89-7142fe716b14,SS3 Class F,"Chiemeka, Uduak",Male,2007-11-02,Osun,Troublesome,None,Science
989bc4da-9b37-422b-aa8a-616fc3b290d0,SS3 Class C,"Uche, Segun",Male,2009-03-04,Abia,Highly active,Dyslexia,Science
c693da11-39c6-41ca-9e50-aa42ca6dfda1,SS1 Class F,"Abimbola, Akachi",Male,2007-04-29,Akwa Ibom,Unactive,Dyslexia,Science
e893be3d-7354-4a6f-a160-745985c7504b,SS2 Class B,"Abidemi, Umaru",Female,2008-12-22,Ekiti,Active,None,Art
96a9954f-dc33-41f9-8c1f-55ab715629ee,SS1 Class C,"Ɗanladi, Chijioke",Female,2010-05-02,Ogun,Unactive,Asthma,Science
9191b363-4e2d-4645-adc7-cac7fd72b050,SS2 Class B,"Azubuike, Ekenedilichukwu",Female,2007-08-20,Anambra,Slightly active,None,Science
f5c9b047-9c10-4572-8f6b-40d09efba58b,SS1 Class C,"Iniobong, Ayomide",Female,2007-06-18,Imo,Unactive,None,Art
c342bd2b-f295-456e-9967-5f06bd767e35,SS1 Class C,"Iniobong, Chima",Female,2007-01-22,Yobe,Active,None,Art
43bfd931-3605-4f54-a021-c0ca3531968d,SS3 Class E,"Oluwaseun, Akpan",Male,2008-03-04,FCT,Troublesome,None,Art
3d67cde9-2834-44c0-94c8-b3b4a911d192,SS3 Class E,"Uche, Shehu",Male,2006-11-13,Kano,Highly active,None,Art
2812859a-1337-439e-8d4f-5d272c7f0b79,SS2 Class B,"Kayode, Ejiroghene",Female,2008-06-30,Ebonyi,Active,Dyslexia,Art
b07aa066-7354-45ea-a894-9b8d00af5b3a,SS2 Class E,"Chuks, Olu",Female,2008-09-08,Kebbi,Slightly active,None,Science
085b15fb-4a8f-4810-b84c-2f29980402a2,SS1 Class E,"Ige, Lekan",Female,2010-08-30,Gombe,Highly active,None,Art
48603b32-b4fb-4eb9-89c1-3de73b4206c5,SS2 Class C,"Ogochukwu, Olukayode",Male,2007-08-03,Cross River,Slightly active,None,Art
1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,SS2 Class E,"Chigozie, Ayodele",Male,2008-08-23,Ebonyi,Troublesome,None,Art
43b9da13-ec85-4f37-bbc1-a987aff8754d,SS1 Class F,"Ugochukwu, Chidiebele",Female,2007-07-23,Ondo,Slightly active,None,Art
96fc734d-a003-4d28-8a8f-3653c9af18f8,SS2 Class E,"Babatunde, Eseoghene",Male,2009-11-12,Cross River,Slightly active,None,Science
32a447b2-ef04-457d-8dcc-c33aa9434aa0,SS2 Class C,"Chuks, Inyene",Male,2010-03-26,FCT,Troublesome,None,Science
398d1ca6-8b68-40b5-9d61-fac36cd5e859,SS3 Class B,"Akpan, Ade",Male,2008-07-12,Taraba,Unactive,None,Art
44007d5a-e88d-4719-a624-2b40a5cb63a2,SS1 Class A,"Oyibo, Ikenna",Female,2007-03-05,Ekiti,Troublesome,None,Art
0f44704f-1247-4a4e-a469-98e8d39e198b,SS2 Class F,"Dayo, Chinweuba",Female,2007-06-10,Adamawa,Unactive,Dyslexia,Science
9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,SS2 Class C,"Olabode, Okafor",Male,2009-11-15,Akwa Ibom,Highly active,None,Art
ebd34616-91b7-4d8e-9301-6989bfbbb17f,SS1 Class F,"Ifiok, Balarabe",Female,2008-10-22,Ogun,Unactive,Dyslexia,Science
77fc9703-1fd5-4423-b06c-5c5649e2623d,SS2 Class B,"Okechukwu, Aliyu",Male,2008-01-01,Delta,Active,None,Science
670acc5c-b321-4f21-8dd8-eb85b04d3376,SS3 Class E,"Abimbola, Okorie",Female,2010-06-04,Bayelsa,Unactive,None,Art
8a3c3b5e-801e-41da-85b1-ed25f1533ae8,SS2 Class D,"Olanrewaju, Ebuka",Male,2010-07-25,Enugu,Active,None,Art
9918ee46-1497-4658-b010-f7197e695d0d,SS1 Class A,"Alhaji, Ola",Female,2009-01-24,FCT,Troublesome,None,Science
bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,SS2 Class D,"Lekan, Ebuka",Male,2010-05-20,Akwa Ibom,Active,None,Science
069f14f1-4018-4c6e-9a8c-fa3c5283aac7,SS3 Class D,"Chikelu, Chukwuemeka",Female,2010-03-23,Rivers,Highly active,None,Science
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,SS1 Class E,"Olusegun, Chidi",Female,2007-01-16,FCT,Unactive,None,Art
964db03f-9340-4fad-9c4a-d56bd6016237,SS3 Class C,"Abiola, Chijioke",Female,2009-02-16,Benue,Highly active,None,Art
c3c75611-ffe3-4a49-854f-92fff366bad4,SS2 Class A,"Chika, Ɗanladi",Male,2007-09-18,Adamawa,Troublesome,Dyslexia,Science
9384ec2b-44fe-4cae-9248-a9a7ac1aa554,SS2 Class D,"Chidike, Alaba",Female,2009-01-25,Rivers,Highly active,None,Art
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,SS2 Class B,"Uzochi, Azubuike",Female,2008-03-25,Enugu,Highly active,None,Art
7135f221-a6c9-437f-84da-d06a7872bdeb,SS2 Class A,"Efe, Nonso",Male,2008-05-31,Niger,Slightly active,None,Science
ff37d19c-2e76-428b-8735-44f9ea83bf00,SS2 Class F,"Opeyemi, Chigozie",Female,2010-08-27,Abia,Unactive,None,Art
d0725b5c-a281-4044-af96-288295d82980,SS1 Class F,"Obinna, Chidiegwu",Female,2007-01-10,Anambra,Active,None,Art
785299f4-175b-498d-b814-01027de1bdfe,SS1 Class B,"Oghenekaro, Olalekan",Female,2007-12-05,Akwa Ibom,Active,None,Science
5230dfbd-5553-42fe-a889-803e5913f9d3,SS1 Class B,"Eniola, Udo",Female,2009-10-21,Taraba,Troublesome,Dyslexia,Science
292bd156-db94-4570-9ac7-0ec0ab8ddeb4,SS2 Class F,"Akuchi, Ekundayo",Female,2009-05-24,Abia,Highly active,None,Science
7ed70ed7-b194-490b-a961-929e546e035a,SS3 Class B,"Okechukwu, Chidubem",Male,2009-04-19,Ogun,Unactive,None,Art
668409e3-f1f8-443e-a99f-131849c8a43f,SS2 Class A,"Chimezie, Adebowale",Female,2010-03-22,FCT,Unactive,None,Science
0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,SS3 Class F,"Ola, Abdullahi",Female,2007-09-12,Kano,Active,None,Science
409d3602-5084-4242-968b-1625746f7891,SS2 Class B,"Ekenedilichukwu, Ese",Female,2008-09-23,Rivers,Highly active,Dyslexia,Science
c5c5b37a-f85e-46a1-9dad-09b252c21221,SS2 Class B,"Oghenekevwe, Uduakobong",Female,2008-05-03,Adamawa,Troublesome,Epilepsy,Art
d32e6dcd-83bc-4478-9d6a-c7b86778043b,SS2 Class A,"Chidiebube, Sani",Male,2007-01-27,Sokoto,Unactive,None,Art
de8ede0b-a85c-4e4a-804b-6fabfcf56188,SS2 Class A,"Enyinnaya, Ola",Female,2007-11-27,Ekiti,Active,None,Art
0de051a6-69ca-47d2-b644-14fd8ae769ed,SS1 Class C,"Fumnanya, Olusola",Female,2008-11-19,Bauchi,Unactive,None,Science
9f64eeed-5c9d-427d-84b8-71bb300568d2,SS1 Class B,"Chisom, Oluwatoyin",Female,2008-09-17,Adamawa,Slightly active,None,Science
71299889-a01a-4992-bf9d-3e64c1a6423b,SS1 Class C,"Ɗanlami, Onyeka",Male,2008-06-08,Katsina,Unactive,None,Science
445dcc38-341c-4494-8d36-6dfcc28ebd70,SS2 Class A,"Ade, Taiwo",Male,2007-02-01,Ogun,Active,Dyslexia,Science
49bc473f-ed7b-4656-a18a-15368c99a894,SS1 Class E,"Adeola, Chibuike",Female,2010-10-01,Bayelsa,Active,None,Art
7c16128d-b2c0-4394-a17f-29e170286046,SS3 Class B,"Olabode, Ayotunde",Male,2006-11-12,Gombe,Troublesome,None,Art
a14923c2-f920-464c-8763-fcd01f15c7b6,SS3 Class D,"Ufuoma, Akuchi",Female,2009-11-18,Benue,Highly active,None,Art
b5b453ca-3d42-493c-8c9f-d3349bdf0377,SS2 Class E,"Ogochukwu, Okafor",Female,2010-03-03,Borno,Active,None,Art
03802b70-8d03-491e-8f8d-5238288b78b5,SS2 Class F,"Chinwendu, Ibrahim",Male,2010-01-13,Niger,Highly active,None,Science
3985fb62-17dc-4eff-a872-13f98d605936,SS1 Class E,"Ifiok, Chidubem",Male,2007-09-15,Ondo,Unactive,None,Science
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,SS3 Class B,"Enyinnaya, Okorie",Female,2010-06-18,Akwa Ibom,Active,Dyslexia,Art
a5d04d53-1e12-42e3-b272-92b6762172ed,SS1 Class D,"Oluwatoyin, Chinonso",Male,2007-07-09,Oyo,Active,None,Art
eec259dc-7f95-497c-a76a-a6ced50755d9,SS3 Class E,"Abubakar, Ndubuisi",Male,2010-08-27,Adamawa,Active,None,Art
b495db4e-8245-4fb4-8ab7-706eb77350ca,SS2 Class E,"Oyibo, Abubakar",Female,2007-07-12,Anambra,Troublesome,None,Science
7b85179a-d5b0-47e0-aa5d-932b45ff2c83,SS2 Class D,"Adeola, Afolabi",Male,2009-04-28,Sokoto,Unactive,None,Art
74eff545-3e65-4603-b8e3-654bfaf14ff0,SS2 Class B,"Chika, Abimbola",Male,2009-06-08,Yobe,Active,None,Science
30cbd755-6232-417a-a507-41818d1fb540,SS2 Class A,"Temitope, Chukwuma",Male,2008-01-05,Ebonyi,Slightly active,None,Art
bf0d073d-821c-4336-9970-cf60ebff8d15,SS2 Class D,"Okorie, Ayodele",Male,2007-07-17,Bayelsa,Slightly active,None,Art
11df12d7-dd30-4e89-a2f2-35f2e11b868d,SS2 Class C,"Ekundayo, Olamilekan",Female,2010-06-18,FCT,Slightly active,None,Art
dabac50d-ca3d-4859-85ce-099c46b82659,SS2 Class C,"Kayin, Ayomide",Female,2010-03-23,Lagos,Unactive,Ulcer,Art
c9a7d91f-ef2a-4713-9702-10496a39aaa6,SS2 Class A,"Chigozie, Chidubem",Male,2009-12-17,Benue,Slightly active,None,Science
00a81de9-d20f-47d0-8465-6d6b81fb18b3,SS1 Class B,"Ayodele, Chike",Female,2010-04-04,Sokoto,Unactive,None,Art
d664d264-4c6e-47ff-b9de-7a3a486822b9,SS2 Class C,"Bukar, Ifeanyi",Female,2008-09-02,Kaduna,Unactive,None,Science
a8f1e091-ffb8-402d-9475-dbc996418ced,SS3 Class B,"Chidi, Abiodun",Male,2007-01-11,Benue,Slightly active,Dyslexia,Art
7250ee18-260a-4962-9d81-b7f57d5911c6,SS1 Class B,"Chuks, Olalekan",Male,2010-04-28,Rivers,Slightly active,None,Art
551ac8ea-585a-4afa-bbfd-cc1289e06ab3,SS3 Class C,"Bamidele, Ime",Female,2008-10-29,Rivers,Highly active,None,Art
6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,SS1 Class F,"Oni, Adekunle",Male,2009-06-20,Abia,Highly active,None,Science
de9e3757-5260-401e-aecf-67d2749176f4,SS3 Class C,"Ɗanlami, Tunde",Male,2007-02-22,Borno,Active,None,Science
3d225c30-b28f-41de-bb14-0bc3304b8590,SS1 Class E,"Otobong, Alhaji",Female,2010-03-14,Adamawa,Slightly active,None,Science
db23aa8c-3bca-4f85-a20a-60ac9261549d,SS2 Class C,"Onyekachi, Hamisu",Female,2010-07-29,Edo,Troublesome,None,Art
517400f8-0b2c-482a-a928-8e92c68a152f,SS2 Class E,"Lanre, Oghenekevwe",Female,2007-12-07,Taraba,Highly active,None,Science
e9d68f23-b489-4070-b914-f8a8bea4ff31,SS1 Class E,"Alaba, Muhammadu",Female,2010-08-25,Rivers,Active,Dyslexia,Art
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,SS1 Class E,"Okoro, Uchenna",Male,2009-07-25,Oyo,Slightly active,Asthma,Art
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,SS1 Class D,"Olanrewaju, Dayo",Male,2009-06-18,Delta,Highly active,None,Science
f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,SS1 Class D,"Chinedu, Toyin",Male,2008-11-29,Ebonyi,Troublesome,None,Science
f72169bb-8096-4718-a051-acef097a1e10,SS3 Class E,"Ifeanyi, Chukwuma",Male,2007-02-02,Kwara,Unactive,Asthma,Art
19b17e80-dea4-4e17-94fd-9ad39716108e,SS2 Class D,"Abiodun, Okoro",Female,2008-10-31,Kogi,Slightly active,None,Science
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,SS1 Class B,"Chidiebele, Adebowale",Male,2006-10-19,Enugu,Unactive,None,Science
03edd1f8-74f9-4d17-a912-b4bf86a4bae4,SS1 Class B,"Lanre, Shehu",Male,2010-07-20,Niger,Troublesome,None,Art
def57689-68f4-4bce-a4e7-5e8eb8f21423,SS3 Class A,"Umukoro, Uduak",Female,2009-01-03,Gombe,Active,None,Science
1327f1bc-2784-478f-b84f-16b3a79fbfaf,SS1 Class A,"Bitrus, Olujimi",Female,2009-08-27,Niger,Troublesome,None,Science
43d88870-f81d-4aa1-8812-0a8e78308930,SS2 Class E,"Itoro, Kelechi",Male,2008-08-26,Gombe,Highly active,None,Art
65c17795-b155-46bc-9f8d-ed9756abf2f1,SS2 Class F,"Emem, Okeke",Female,2007-08-30,Ondo,Troublesome,None,Art
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,SS2 Class F,"Kyauta, Eseoghene",Male,2009-02-20,Cross River,Troublesome,Dyslexia,Art
889b78d5-dbfd-497e-aca2-b148da330aa1,SS3 Class C,"Akuchi, Ade",Female,2009-12-18,Cross River,Highly active,None,Art
a075e927-5110-4492-b442-7e0b61484bb3,SS3 Class E,"Chibueze, Femi",Female,2009-11-01,Ebonyi,Slightly active,None,Science
7cea2045-c268-483e-a32f-2e63b7fddd71,SS2 Class F,"Bello, Chidike",Female,2010-02-07,Katsina,Highly active,None,Science
9e11d2cd-0930-4ef6-8a80-068ddf547e50,SS1 Class E,"Umukoro, Adeola",Male,2009-07-16,Borno,Slightly active,Dyslexia,Art
af34cf65-a193-44b2-bc19-e71d118405ad,SS1 Class C,"Oghenero, Eseoghene",Male,2006-10-18,Plateau,Slightly active,None,Science
3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,SS1 Class A,"Onyekachi, Ola",Female,2008-01-04,Bauchi,Active,None,Science
fa745761-6f18-4108-9723-199dbf2c14a0,SS3 Class E,"Tunde, Akuchi",Male,2009-05-03,Ondo,Unactive,None,Science
b4323070-a23d-4c2f-82a7-96891933918c,SS1 Class A,"Ayomide, Babatunde",Male,2008-01-18,Ekiti,Troublesome,Dyslexia,Art
2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,SS3 Class D,"Udo, Opeyemi",Female,2006-12-19,Delta,Highly active,Dyslexia,Science
0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,SS3 Class B,"Chidiebube, Adebayo",Male,2006-10-19,Ogun,Troublesome,None,Science
0e5dd462-cbd0-4ef2-930a-37df0bc61066,SS3 Class E,"Chiemeka, Dada",Male,2010-04-28,Ekiti,Highly active,None,Art
6e417d47-5ff5-45ea-9bc4-40f14b1a269b,SS3 Class E,"Ige, Ayo",Male,2006-12-31,Rivers,Troublesome,None,Science
697c3923-87fa-441a-be83-b91f25440fe0,SS1 Class D,"Ibrahim, Chidiebere",Female,2008-08-18,Borno,Active,Epilepsy,Art
2e183554-cae2-4e66-ae8a-781390e0a95b,SS3 Class C,"Udo, Folami",Female,2007-09-01,Niger,Unactive,Epilepsy,Art
9c07a751-1437-4509-acd1-586a2b840c67,SS1 Class C,"Chiemeka, Chibuzo",Female,2008-09-09,Ogun,Unactive,None,Art
aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,SS2 Class F,"Ekenedilichukwu, Ugochukwu",Female,2010-07-22,Oyo,Unactive,None,Art
9549c931-e9af-499d-bf67-1eec3da70577,SS3 Class C,"Olamide, Abidemi",Female,2008-05-25,Plateau,Active,None,Art
a34db7c5-760d-4bbb-bb70-b3a124a35cf2,SS1 Class A,"Uduak, Chidi",Female,2010-07-23,Taraba,Highly active,None,Science
aab612c9-415d-474a-b5a6-69814104a8b5,SS3 Class E,"Adekunle, Eniola",Female,2008-07-16,Bauchi,Slightly active,Dyslexia,Science
771ad655-cdfc-4ee0-a61e-de900267deb3,SS1 Class E,"Chidiebele, Ejike",Female,2009-11-22,Ondo,Unactive,None,Art
8beddb12-ad77-482f-89a2-3a89e6b5a92c,SS2 Class E,"Olujimi, Enitan",Male,2009-08-28,Borno,Slightly active,None,Art
f1faf665-7115-43f3-92e8-9d1028711733,SS1 Class C,"Chukwuemeka, Lekan",Male,2009-10-11,Rivers,Unactive,Dyslexia,Science
4c955f6a-966b-4964-bcd6-bdca5876fd09,SS3 Class A,"Ekundayo, Ɗanjuma",Female,2008-08-17,Bauchi,Active,None,Science
b0b862ef-6c9f-42b9-b647-8986a3917c99,SS2 Class C,"Mamman, Nnamdi",Female,2007-11-10,Delta,Troublesome,None,Science
4d57d880-d865-469a-b4f3-310340066ff2,SS2 Class B,"Ayo, Itoro",Female,2008-07-18,Ogun,Unactive,Asthma,Science
da743152-627b-41a1-bfd6-f23232ffe294,SS3 Class D,"Ademola, Itoro",Female,2008-02-28,Borno,Unactive,None,Science
61a11729-3cb9-4350-9b4d-a0fe7bb38605,SS2 Class F,"Oghenero, Ufuoma",Female,2010-08-25,Bauchi,Unactive,None,Science
4bbe4aff-9326-4ffd-9be4-bf5192698698,SS2 Class B,"Balarabe, Ayodele",Male,2009-05-07,Borno,Active,None,Science
059dd55d-4b94-4e30-b303-f438fe2110d0,SS3 Class A,"Onyebuchi, Sani",Male,2007-11-15,Rivers,Slightly active,None,Science
6553867d-a881-4fd3-947d-577bfa5a91ca,SS2 Class D,"Chinweuba, Efe",Female,2007-09-13,Taraba,Highly active,Dyslexia,Science
dd750e98-90e0-495f-8212-b554464458b4,SS3 Class A,"Sani, Afolabi",Female,2010-02-01,Akwa Ibom,Troublesome,None,Art
f93e08d5-bea2-4dfe-873f-6e1baf908e3c,SS1 Class E,"Abdullahi, Adebowale",Female,2009-09-04,Osun,Slightly active,Sickle Cell,Science
bec39a37-9b3d-44bd-a91e-314e0c8e29e3,SS1 Class A,"Chukwuma, Adewale",Female,2010-05-11,Akwa Ibom,Highly active,None,Art
e726be23-e776-4886-9534-ee1d7f2984f5,SS3 Class F,"Kyauta, Aliyu",Female,2008-06-09,Delta,Unactive,None,Art
3ae909fe-cc82-48da-8696-f5e64944051b,SS1 Class F,"Olusola, Olamide",Female,2010-01-17,Rivers,Slightly active,None,Art
3810ae66-5a31-44cc-8d4b-69a99b689c88,SS1 Class A,"Ifiok, Adeola",Male,2010-04-12,Kogi,Unactive,None,Art
402913ec-9ef2-493e-b0ac-7d7ba2f963a3,SS2 Class B,"Okechukwu, Chike",Male,2010-04-07,Kwara,Highly active,None,Art
c478f6f1-b88e-4318-816d-83edad81f8bd,SS1 Class E,"Ugochukwu, Amadi",Female,2008-11-08,Ekiti,Highly active,None,Art
2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,SS2 Class A,"Ekenedilichukwu, Onyeka",Female,2007-03-17,Nasarawa,Highly active,Epilepsy,Science
a0a11839-e745-4704-98df-bc3ca0d4de3d,SS2 Class D,"Chijindum, Ifeanyi",Female,2008-08-29,Edo,Highly active,None,Science
c9e26074-4f16-49a0-8a17-991ea5769411,SS3 Class B,"Onyeka, Obi",Female,2010-09-03,Abia,Slightly active,None,Science
5d678bb1-945e-42e4-888a-93ec70d9c9f8,SS1 Class E,"Nonso, Okechukwu",Male,2008-07-23,Katsina,Slightly active,Dyslexia,Art
e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,SS1 Class F,"Shehu, Okonkwo",Male,2008-08-09,Imo,Slightly active,None,Science
6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,SS2 Class D,"Ahmadu, Chinwendu",Male,2009-04-24,Oyo,Troublesome,None,Science
