,Student ID,First Name,Last Name,Gender,Age,State,City,School,Enrollment Date,Grade Level,Parent Name,Parent Occupation,Household Income (NGN),Parent Education Level,Household Size,Library Hours per Week,Teacher-Student Ratio,Allocated Teacher Hours,Extra-Curricular Activity,Weekly Hours in Activity,Mathematics,Science,English,Social Studies,Physical Education
248,72f444ab-c1d7-4f4a-b302-5d161ecacae9,Gerald,Joyce,Female,18,Niger,Port James,Inc,2022-01-04,7,Jessica Osborn DDS,"Therapist, nutritional",19394797,Tertiary,6,2,0.1,25,None,4,72.0,70.0,47.0,65.0,62.0
249,ba236c22-e92a-4b97-91db-1a374204d733,Robin,Jones,Male,18,Zamfara,Hawkinsside,LLC,2024-01-27,10,Sylvia Smith,Youth worker,5956041,Primary,8,10,0.04,18,Chess,2,87.0,46.0,58.0,42.0,82.0
250,6b6a8061-c81c-4d31-85c6-9fbf966b62ea,Daniel,Hernandez,Female,12,Akwa Ibom,North Annaville,LLC,2024-02-14,11,Sherry Baker,"Radiographer, diagnostic",9123012,Tertiary,7,7,0.09,24,Chess,5,72.0,86.0,54.0,67.0,80.0
251,099759a3-7919-455c-9be4-f19f92701d60,Gerald,Powell,Male,6,Delta,Williamsmouth,Ltd,2021-02-16,9,Tammie Prince,Advertising account planner,14420539,Secondary,4,5,0.04,19,Debate,4,81.0,88.0,97.0,85.0,43.0
252,4d950273-cb2c-4805-9140-3430567e642e,Larry,Cameron,Female,13,FCT,Port Jeremyport,Ltd,2022-02-08,1,Debra Butler,Chartered public finance accountant,1724458,Secondary,7,3,0.1,18,Art,1,41.0,94.0,93.0,65.0,41.0
253,e9d6bb7e-361d-4014-b114-56de301c8db3,Madison,Figueroa,Female,6,Kano,Lorihaven,and Sons,2020-04-23,7,Jennifer Deleon,"Scientist, research (physical sciences)",17730004,Primary,9,7,0.1,25,None,3,64.0,94.0,84.0,56.0,97.0
254,2c7a0d31-0769-4583-9194-821ee11bf0d4,James,Whitaker,Male,14,Ondo,East Antonioton,LLC,2023-05-08,8,Rodney Wagner,Community pharmacist,2095135,Primary,5,7,0.05,17,Chess,4,88.0,58.0,42.0,48.0,68.0
255,5f59fb4d-3def-47ba-87d2-fd4dae61716a,Tracy,Griffin,Male,12,Rivers,Matthewsstad,LLC,2020-10-10,6,Nicole Barker,Higher education careers adviser,7372961,Primary,10,6,0.08,22,None,4,81.0,52.0,67.0,96.0,73.0
256,29b44cb1-0cb5-4e5c-a2f5-f7c20706fec2,Melissa,Chan,Female,16,Benue,Port Jeffrey,and Sons,2023-03-22,3,Jason Smith,Acupuncturist,1114063,Tertiary,3,4,0.04,37,Art,2,75.0,54.0,78.0,55.0,76.0
257,a5ba2472-21df-4609-a959-137f795e6f2b,Glen,Owen,Male,8,Osun,West Charlene,LLC,2023-05-22,4,Desiree Woodard,Magazine journalist,19356209,Primary,9,10,0.05,37,Debate,2,93.0,55.0,66.0,78.0,56.0
258,7779857f-37dc-4c78-8082-fcda7580e4e9,Kevin,Meyer,Male,15,Niger,Silvatown,PLC,2024-10-01,12,Sara Hoffman,"Therapist, music",6911674,Secondary,7,2,0.08,19,Music,4,66.0,78.0,46.0,61.0,72.0
259,af35b30b-4c68-4b17-885d-831c9beab529,Daniel,Brown,Male,18,Edo,Danielleview,LLC,2023-02-13,8,Marisa Lopez,"Scientist, forensic",19557133,Tertiary,7,9,0.08,30,Art,4,85.0,68.0,44.0,67.0,52.0
260,0e88c8ec-e651-43e1-bd84-6fc9c3f62136,Linda,Lang,Female,15,Gombe,Guerreroberg,Ltd,2020-02-14,1,Edward Meadows MD,Animal technologist,7133450,None,8,10,0.04,21,Drama,3,65.0,65.0,88.0,44.0,78.0
261,92715f6e-fea8-4e3a-b544-01cb95410a9d,Lisa,Cooper,Male,11,Akwa Ibom,Lake Amanda,Group,2024-04-22,8,Katie Bruce,"Surveyor, insurance",688739,None,6,3,0.06,31,Art,3,45.0,45.0,56.0,85.0,95.0
262,7885187d-18fc-43b7-8b35-6e9a2e5eeb6a,David,Green,Male,6,Oyo,Lake Rachel,Ltd,2020-06-04,4,Patrick Parker,Learning disability nurse,11909166,Primary,3,3,0.07,15,Debate,1,58.0,87.0,92.0,81.0,100.0
263,4b46ef33-95e7-4614-82b4-02815f269466,Steven,Wilson,Female,12,Kano,Port Cynthiashire,PLC,2020-05-03,2,Kathryn Dillon,Museum/gallery curator,13832117,Tertiary,10,3,0.06,26,None,1,58.0,96.0,85.0,46.0,48.0
264,0dd70158-69c1-45ae-8c61-0ae887a37f10,Monica,Hernandez,Female,15,Rivers,West Robert,PLC,2024-03-29,4,Mrs. Shannon White,Catering manager,19508520,Primary,5,7,0.08,23,Chess,1,56.0,67.0,81.0,50.0,51.0
265,fc9476b1-a18b-4d15-9527-34077cd2192f,Gregory,Walters,Female,13,Zamfara,South Joshuaburgh,PLC,2023-08-20,2,Phillip Miller DDS,"Pilot, airline",14954009,None,4,9,0.08,39,Football,1,91.0,74.0,60.0,91.0,85.0
266,7a36e788-f71f-49a6-add4-9c966744cb9e,Patrick,Johnson,Female,11,Taraba,Lake Nathan,Inc,2024-03-28,9,Kiara Smith,"Accountant, chartered management",13443059,Tertiary,7,9,0.08,29,Music,1,98.0,83.0,92.0,51.0,60.0
267,39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,Heather,Cooper,Female,9,Rivers,North Patrick,PLC,2021-06-15,8,Angel Fry,"Programmer, applications",13386764,Primary,4,2,0.08,37,Drama,3,67.0,77.0,99.0,85.0,62.0
268,862c92fd-98ab-42e7-8531-9f0fba533122,Matthew,Barron,Male,7,Akwa Ibom,West Wendy,Group,2021-09-15,8,Travis Hull,Operations geologist,3019263,Tertiary,9,10,0.09,23,Art,3,61.0,93.0,67.0,77.0,79.0
269,ba27bc64-396d-4ffb-ba79-9efa04e55bd5,Traci,Clark,Male,18,Cross River,New Williamville,LLC,2023-05-19,12,Jaime Bowman,Social researcher,13212289,Tertiary,4,8,0.06,34,Football,4,95.0,69.0,43.0,78.0,82.0
270,fea35d37-980b-4853-8c70-31eb9f85c2dd,Brandon,Rodriguez,Male,7,Gombe,North Hannahchester,Group,2021-10-22,7,Kara Hernandez,Acupuncturist,17167483,Secondary,6,6,0.04,31,Science,1,62.0,88.0,72.0,42.0,56.0
271,19d9d0b5-a962-4996-abbe-3b5a4d15f7d8,Elaine,Nelson,Male,10,Bauchi,South Maria,Inc,2022-06-07,11,Diane Glover,Research scientist (medical),14384422,Secondary,10,10,0.09,16,Chess,4,90.0,64.0,100.0,47.0,53.0
272,c72850c1-3322-468b-9be7-8aec32da81f0,Jose,Mills,Female,18,Anambra,West Jade,LLC,2020-10-05,9,Susan Watts,Quarry manager,9905056,Primary,7,3,0.06,21,Chess,5,55.0,93.0,45.0,42.0,60.0
273,03438b64-00b3-400f-bc08-899054a27051,Emily,Meadows,Female,17,Jigawa,Hernandezland,PLC,2020-05-10,11,Summer Newman,"Programmer, multimedia",15844828,Primary,3,6,0.08,22,Debate,3,76.0,45.0,43.0,49.0,60.0
274,439db29d-4bc8-4c16-ba2f-bd74fd1935cc,Steven,Garcia,Female,11,Kebbi,Port Benjamin,LLC,2021-09-17,2,Jessica Wilson,Armed forces technical officer,1417206,Primary,3,5,0.07,38,Music,1,73.0,48.0,79.0,43.0,56.0
275,a9d1a28e-236d-4176-9a1c-96ae0279e2ab,Deborah,Murphy,Male,16,Rivers,Friedmanview,Ltd,2020-06-10,3,Catherine Morales,"Programmer, multimedia",13788680,Secondary,3,3,0.06,15,Art,5,44.0,66.0,94.0,94.0,86.0
276,b09d721b-62be-4009-95f0-fb6a4596da75,Melissa,Marsh,Female,11,Jigawa,North David,Ltd,2020-04-11,8,Caitlin Perry,Therapeutic radiographer,8003812,Secondary,6,6,0.09,37,Chess,4,98.0,73.0,68.0,92.0,75.0
277,adab2c2f-91a6-46da-8d61-39887b90942f,Samuel,Carr,Female,16,Nasarawa,Cherylberg,Group,2024-05-16,4,Jason Williams,Games developer,3606099,Primary,7,4,0.07,36,Science,4,60.0,46.0,69.0,54.0,58.0
278,b45e9463-032a-49e0-9071-e5f0a7ac590c,Miranda,Warren,Male,18,Borno,Lake Morgan,PLC,2022-06-27,8,Anna Stanley,Fish farm manager,1874135,Secondary,8,7,0.08,30,Drama,5,68.0,76.0,52.0,94.0,59.0
279,ad21b4cc-a9e8-40d8-9883-09de7b5fbe41,Darlene,Hernandez,Male,14,Borno,North Dawnburgh,PLC,2024-01-13,1,Sheila Jones,Regulatory affairs officer,5878075,Primary,4,6,0.08,37,None,2,72.0,93.0,74.0,61.0,82.0
280,f85b6d0a-54b5-4635-bdab-161452150ed8,Joshua,Hunter,Female,6,Bauchi,Powellbury,Inc,2022-03-07,4,Joan Gates,Product manager,16973746,Secondary,4,7,0.09,26,Science,5,61.0,68.0,90.0,77.0,55.0
281,7f53dc0a-fb0d-4cda-9e63-926150e96888,Julie,Smith,Female,11,Sokoto,Gutierrezside,PLC,2020-01-01,9,Larry Montgomery,Industrial buyer,19264832,Primary,6,2,0.04,23,Football,1,52.0,66.0,54.0,69.0,80.0
282,34f43404-8ff5-4701-8222-6c16e3de4ec0,Diamond,Bryant,Female,8,Rivers,Michaelton,and Sons,2024-01-05,5,Randall Greene,Medical physicist,4239911,Secondary,8,9,0.09,20,None,3,90.0,96.0,61.0,93.0,63.0
283,18f1a1e4-1d30-4290-b3d9-2aceb7461b72,Katherine,Walker,Female,14,Lagos,Michaelport,PLC,2022-06-25,7,Amber Martin,Counselling psychologist,3712627,Primary,7,3,0.06,21,Art,2,84.0,97.0,62.0,83.0,69.0
284,b8b818cf-be15-4187-b783-e1d5d26404b9,Robert,King,Female,16,Yobe,East David,Group,2021-01-09,4,Cheryl Morgan,Patent examiner,18759115,Secondary,3,3,0.1,23,Debate,4,83.0,83.0,40.0,47.0,53.0
285,d6642fe8-a21c-4c06-ad37-65670be7728e,Emily,Martinez,Female,12,Borno,Ellisshire,PLC,2020-08-21,8,Mr. Anthony Mcconnell PhD,Radiation protection practitioner,16844639,Tertiary,6,3,0.05,28,Debate,3,67.0,71.0,81.0,45.0,76.0
286,ebd14b0c-c7f4-44f9-8222-1ad3eca391d4,Renee,Holt,Male,13,Bayelsa,Lake Lisa,Inc,2021-11-03,11,Sonya Gordon,Music tutor,9576741,Secondary,9,10,0.05,24,Music,5,69.0,56.0,48.0,82.0,73.0
287,ea7917e1-9be7-42ab-bac0-8fc46b2d9ccc,Heather,Wright,Female,6,Abia,Stuartport,Group,2023-10-29,4,Lance Tanner,Science writer,4179582,Secondary,7,7,0.09,17,Chess,4,57.0,78.0,72.0,50.0,50.0
288,8c3d031a-b395-4193-97d3-b9d94c859233,Michelle,Joseph,Male,5,Delta,East Jason,Ltd,2021-05-19,11,Michael Zavala,"Editor, magazine features",6606524,Primary,5,8,0.09,15,Football,1,96.0,71.0,63.0,76.0,64.0
289,a30a6658-b1be-4df2-8ae0-b8a080ff2909,Marcus,Wilson,Female,10,Abia,Annashire,PLC,2024-06-24,9,Megan English,"Social research officer, government",17901672,None,10,9,0.06,33,Debate,4,48.0,75.0,99.0,78.0,89.0
290,6c21835d-d8e8-497c-a0a2-59014932936e,Lindsey,Mills,Male,7,Bayelsa,South Dustinton,and Sons,2021-04-08,11,Victoria Vega,Dancer,15362349,None,9,7,0.07,35,Drama,5,75.0,96.0,54.0,47.0,97.0
291,c8cba592-b0ca-42eb-8fe1-621ad6e1ba00,Kenneth,Molina,Male,5,Jigawa,West Lisaville,PLC,2024-02-15,10,Sharon Newton,"Surveyor, mining",6658828,Secondary,10,4,0.09,37,Music,1,94.0,57.0,66.0,41.0,82.0
292,c8c85ad6-82cb-4dc7-bcd3-0e99638e1388,Laura,Horton,Female,16,Delta,South Paulmouth,PLC,2020-04-03,12,Christina Melton,Probation officer,8780281,None,10,5,0.05,15,Debate,2,92.0,69.0,60.0,74.0,95.0
293,a23ff67d-e957-4bc2-b9bd-8bd6d479cc36,Janet,Holland,Male,11,Benue,Port Jenny,and Sons,2021-05-25,7,Michael Lopez,Early years teacher,15274398,Secondary,3,4,0.04,35,Drama,3,74.0,64.0,80.0,89.0,57.0
294,6090103c-1e8d-48ad-838b-77adbc2e2b59,Billy,Ramirez,Male,16,Gombe,Davidshire,LLC,2020-01-10,10,Timothy Williams,IT trainer,3155678,Secondary,8,7,0.08,25,Art,3,80.0,90.0,47.0,62.0,41.0
295,eeb093fe-c60e-44d5-8d04-dcb698cd2655,Colleen,Cameron,Male,5,Sokoto,Tracyshire,PLC,2021-09-13,8,Emily Robinson,Educational psychologist,11002965,Tertiary,3,5,0.09,18,Debate,4,45.0,52.0,79.0,86.0,99.0
296,8150e0c9-c948-484b-9174-035785467426,Erik,Daniels,Female,11,Osun,Davisbury,and Sons,2023-02-25,1,Edward Clements,Water engineer,10444237,Secondary,5,10,0.09,20,None,5,60.0,78.0,61.0,86.0,87.0
297,8fb3a134-ff23-46e9-b990-3d9687cec69d,Madison,Zavala,Male,10,Zamfara,North Elizabethmouth,and Sons,2024-04-19,6,Lisa Haley,IT sales professional,15988812,Primary,8,3,0.07,29,Drama,4,43.0,47.0,48.0,46.0,93.0
298,f1eab64a-cbd4-41cc-aa7a-8c2161a1a29c,Daniel,Scott,Male,15,Abia,Angelhaven,LLC,2022-06-11,11,Katelyn Phillips,"Engineer, automotive",4449324,Secondary,6,2,0.09,21,Drama,5,67.0,90.0,58.0,69.0,41.0
299,f2be029f-1514-4755-838e-9a615200044b,Cody,Bonilla,Female,17,Kaduna,Lake Cameronborough,Ltd,2022-01-06,11,Joshua Park,"Presenter, broadcasting",666306,Tertiary,8,7,0.07,24,Football,5,94.0,62.0,70.0,79.0,58.0
300,12767d13-f093-4776-9116-d014a5850828,Julie,Hernandez,Male,6,Kaduna,Loveton,Inc,2020-05-07,7,David Jones,Estate agent,6028470,Tertiary,6,10,0.08,23,Chess,4,51.0,60.0,69.0,51.0,43.0
301,63561add-685a-4f2b-8236-c0bfe9366a85,Shannon,Sullivan,Male,14,Katsina,Andreville,PLC,2020-01-11,9,Amy Reese,Armed forces technical officer,9978956,None,9,9,0.08,33,Football,2,65.0,99.0,44.0,44.0,41.0
302,5b923c67-1295-48df-9926-fe41b36d0121,Sarah,Rodriguez,Male,17,Borno,Catherineport,Group,2021-10-24,3,Amanda Moore,English as a second language teacher,6910616,Primary,7,6,0.1,34,Drama,5,54.0,95.0,74.0,73.0,45.0
303,cbf925b5-6418-46b7-bf2b-43b422e9e527,Lauren,Gardner,Female,5,Benue,West Erica,Ltd,2023-01-29,11,Alexandra Baxter,Counsellor,4046734,None,7,3,0.07,25,Debate,1,74.0,65.0,48.0,46.0,54.0
304,929daf9f-0149-42af-8ab1-a5041f8c56e0,Candice,Medina,Female,17,Lagos,West Jasonstad,and Sons,2021-12-17,11,Kayla Martin,Environmental consultant,533362,Secondary,5,7,0.08,28,Debate,3,93.0,51.0,74.0,81.0,44.0
305,31bf5cf6-40b3-4f7c-95b2-11a99dec2b83,Danny,Lambert,Male,16,Bayelsa,Port Karenside,Group,2023-01-24,2,Michael King,"Engineer, civil (consulting)",17769188,Tertiary,5,10,0.08,25,Science,2,89.0,75.0,89.0,79.0,87.0
306,f3981e9e-7cb8-42a0-94a1-eab0b9c037aa,Mark,Anderson,Male,5,Oyo,North Justin,Inc,2024-04-11,8,Jerry Jensen,Information officer,1596470,None,8,9,0.04,29,Debate,5,75.0,49.0,60.0,57.0,66.0
307,90c80420-2703-4b27-958c-2936b18678ce,Ashley,Aguirre,Male,18,FCT,Jacksonmouth,and Sons,2023-09-25,5,Margaret Hill,Media buyer,10325419,Primary,8,9,0.07,40,Debate,4,50.0,44.0,64.0,72.0,92.0
308,54e14f3a-bba4-4ae0-adf8-f7672261ddef,Natalie,Ford,Male,6,Kano,Kimfort,PLC,2020-07-07,1,Angela Ramirez,Counselling psychologist,6958806,Tertiary,7,6,0.07,16,Drama,5,82.0,59.0,77.0,41.0,94.0
309,4363589c-3249-4cff-89e2-df24e42c0aea,Jessica,Sims,Female,10,Ondo,North Melissatown,PLC,2022-10-01,10,Christy Johnson,Gaffer,19340640,None,4,6,0.07,31,Football,5,65.0,76.0,48.0,60.0,43.0
310,8a284792-ffac-4645-a4dc-43068b20ce3e,Thomas,Rowe,Female,5,Ondo,Philipshire,Ltd,2024-01-28,6,Jonathan Davis,Medical physicist,12456629,Primary,7,4,0.05,40,Football,3,98.0,85.0,98.0,58.0,92.0
311,3d274ad5-a9a5-4c24-82b6-22e9808e08d2,Melanie,Drake,Female,18,Adamawa,Port Willie,Group,2020-10-03,9,Krystal Brennan,Dancer,4592781,Tertiary,9,3,0.04,17,Art,5,75.0,58.0,75.0,96.0,77.0
312,f06dca24-7bc6-4121-bb64-a525bc653d94,Michael,Robinson,Male,5,Akwa Ibom,Hallview,LLC,2021-02-10,6,Kelly Moody,Network engineer,17902314,Tertiary,3,9,0.03,29,Science,3,82.0,99.0,79.0,90.0,46.0
313,e1ad640c-7463-435e-aafb-9f20783c91eb,Brandon,Hooper,Female,6,Lagos,Dakotahaven,Ltd,2023-12-11,2,Deborah Stephens,Ecologist,7663940,Secondary,7,10,0.06,21,Science,3,95.0,98.0,70.0,68.0,70.0
314,5d8416e0-60e6-46ff-a757-43f9606cc2f5,Briana,Villanueva,Male,15,Niger,New Johnbury,PLC,2021-12-05,5,Haley Sparks,Trade mark attorney,9895508,Primary,5,7,0.08,22,Football,1,54.0,86.0,67.0,99.0,49.0
315,23936d45-e1cc-4f0d-8078-636d01b062c1,Scott,Hall,Male,14,Zamfara,Jasonburgh,and Sons,2021-09-20,1,Bailey Hall,Lawyer,9429330,None,5,6,0.07,27,Chess,3,77.0,99.0,96.0,49.0,98.0
316,acdbd5f2-7b44-4cd0-9d03-c3d5b862acc3,Timothy,Clark,Female,5,Rivers,Lake Martha,Inc,2021-02-27,4,Kevin Taylor,Science writer,13615582,None,3,2,0.04,16,Science,2,82.0,77.0,58.0,84.0,63.0
317,2598f383-9280-4da2-a40b-50e40a086989,Brian,Scott,Female,12,Kwara,New Susan,PLC,2024-08-09,7,Sherry Luna,Herpetologist,13306790,Tertiary,5,6,0.05,25,Music,1,65.0,79.0,46.0,52.0,68.0
318,72fefdc2-3772-4a97-95f3-9d39f27f3ad7,Catherine,Ruiz,Female,9,Nasarawa,Jacksonchester,PLC,2020-09-04,3,Patricia Hanson,Sales promotion account executive,7978917,Secondary,6,9,0.04,17,Science,2,86.0,92.0,63.0,44.0,96.0
319,af82e70c-b964-4e4f-aaef-cf3b43b7a0ef,Matthew,Chavez,Female,9,Akwa Ibom,East Nicholasberg,Inc,2020-01-29,6,Susan Cohen,Dealer,8954985,Primary,5,5,0.07,32,Music,4,57.0,84.0,89.0,60.0,68.0
320,79d29001-2d6b-4a4e-98a7-06099b02c535,Rachel,Greene,Male,10,Sokoto,North Timothyberg,PLC,2022-07-25,11,Todd Gregory,Plant breeder/geneticist,14165679,None,5,6,0.09,29,Art,4,65.0,77.0,93.0,80.0,51.0
321,dff47c51-5ed1-4e7f-abb1-f2bc85a4b0cb,Bradley,Moreno,Male,12,Kebbi,Port Timothy,Group,2021-08-31,11,Susan Hood,Teaching laboratory technician,19446465,None,5,4,0.06,28,Football,4,63.0,55.0,49.0,83.0,62.0
322,412817eb-2246-49cd-acec-df821903f9b3,Thomas,Hall,Female,7,Rivers,West Carmenside,Group,2021-03-23,7,Patrick Smith,"Scientist, research (medical)",13366908,None,4,8,0.04,25,Debate,1,100.0,72.0,41.0,96.0,93.0
323,6001f54d-01d7-4831-850f-1cdc1e2a03f1,Diamond,Watts,Male,16,Abia,Robertville,and Sons,2022-01-09,4,Deborah Herrera,Systems analyst,9154689,Primary,9,2,0.06,29,Chess,4,90.0,71.0,57.0,63.0,97.0
324,fde6849b-468b-42af-9ca4-364d5d9ad9f1,Erin,Fischer,Female,14,Ondo,Arnoldside,Group,2020-11-06,11,Karen Hinton,Technical brewer,2963045,None,6,5,0.08,22,Science,2,78.0,78.0,90.0,98.0,63.0
325,65ebd4dc-b49b-4b72-8631-9c165827bc1d,Jill,Wyatt,Male,7,Abia,Lake Jerryburgh,Inc,2021-01-07,5,George Pierce,Associate Professor,11658702,Tertiary,3,2,0.09,21,Art,3,45.0,98.0,67.0,63.0,75.0
326,a2c8cf62-f6ee-437d-a39c-4c6c2926205d,Adam,Davis,Male,13,Gombe,South Sara,Group,2020-06-02,7,Jacob Lynch,Music tutor,17457722,None,10,4,0.05,15,Music,4,64.0,62.0,92.0,92.0,96.0
327,9d2cd944-6690-4951-bc04-ca7aee415f16,Diana,Mitchell,Male,9,Delta,Port Lorifort,Group,2020-01-19,12,Tara Holmes,"Engineer, broadcasting (operations)",15666491,Tertiary,3,2,0.05,17,Science,2,93.0,59.0,63.0,49.0,56.0
328,82b34384-9979-4f26-88b1-90e1089a9f4f,Zachary,Hall,Female,17,Edo,Lake Barry,and Sons,2023-02-11,1,Angie Hill,Office manager,15418919,Tertiary,8,2,0.04,17,Chess,2,81.0,75.0,93.0,49.0,97.0
329,67cba27a-6528-4970-ab6e-f8dd5a669316,Brenda,Holmes,Female,15,Sokoto,North Andreaside,PLC,2021-08-27,9,Destiny Obrien,"Engineer, broadcasting (operations)",15963163,None,5,8,0.06,30,Football,1,88.0,75.0,91.0,64.0,57.0
330,932d1648-6769-40f1-ae01-b9e0746b161a,Adam,Thompson,Female,16,Adamawa,New Charlesport,LLC,2024-07-02,8,Tina Walter,"Teacher, special educational needs",9168424,Tertiary,3,6,0.05,38,Art,4,69.0,64.0,64.0,56.0,52.0
331,f74f6900-7159-4914-b1b6-8ecd400945ce,Nicholas,Webb,Female,7,Ebonyi,Port Matthew,Group,2023-03-29,8,Shannon Olson,Further education lecturer,14062599,Secondary,6,7,0.07,27,Chess,4,57.0,70.0,58.0,51.0,69.0
332,c9e55c47-a237-48c1-a1f6-dfbe114b3c79,Virginia,Rhodes,Female,17,Benue,Port Leslie,LLC,2022-06-15,7,Ronnie Wright,Chief Financial Officer,2628394,Secondary,5,8,0.09,25,Art,4,60.0,40.0,75.0,74.0,70.0
333,d231f372-bfb0-442c-ac77-776266205167,Matthew,Spencer,Male,13,Borno,South Lee,and Sons,2024-04-01,1,Travis Vega,Energy manager,7400779,Primary,6,9,0.06,29,Football,4,50.0,49.0,82.0,87.0,87.0
334,3c1fdff0-331d-48bb-bcb3-636d7fbe6bb3,Jill,Salas,Female,15,Imo,East James,and Sons,2023-12-22,9,Richard Wilson,Careers information officer,931132,Secondary,7,4,0.06,19,Art,3,45.0,99.0,49.0,94.0,64.0
335,7e1f48c4-a9d6-490d-b4ad-fa22ad0205f5,Christina,Duran,Male,14,Jigawa,Port Timothymouth,Group,2024-04-08,8,Laura Hill,"Education officer, museum",19964030,Tertiary,7,7,0.08,21,Music,3,64.0,64.0,93.0,83.0,59.0
336,82d9a774-ea7f-4c7d-83a6-b204fc014a22,Juan,Walker,Female,6,Akwa Ibom,North Alicia,Group,2022-04-10,8,Kathryn Long,Ecologist,11441359,Tertiary,5,8,0.09,36,Art,1,70.0,54.0,87.0,58.0,59.0
337,b2c027e8-1ed0-42e9-b9fc-6034750acc98,April,Stewart,Female,11,Rivers,North Emilyfurt,PLC,2020-06-23,7,Scott Lopez,General practice doctor,11376972,Secondary,6,3,0.07,30,Football,1,73.0,76.0,63.0,66.0,56.0
338,f562037b-78aa-46ea-84f7-f01a3cb526d7,Christie,Diaz,Female,8,Delta,Colemanchester,Ltd,2023-07-29,4,James Hayes,"Teacher, music",19877676,None,10,7,0.06,17,Science,1,58.0,54.0,43.0,97.0,89.0
339,af9e7a0e-936d-44a7-bab1-996a21925613,Jeremy,Garcia,Female,16,Ogun,Lindaside,Group,2024-01-26,4,Robert Rodgers,Public librarian,8002997,None,5,6,0.07,36,Debate,5,58.0,86.0,45.0,88.0,90.0
340,6be8c756-2d36-426c-827e-789cce40483b,Victor,Cowan,Female,16,Yobe,Kristenport,LLC,2022-09-02,7,Jennifer Vaughn,Best boy,11412125,Secondary,7,7,0.09,38,Music,2,67.0,68.0,89.0,74.0,74.0
341,79fe7ccc-4119-40f6-9056-61993728ddc2,Mary,Davis,Male,7,Ondo,Jordanstad,PLC,2022-08-25,8,Hailey Jenkins,Make,19624479,Tertiary,9,9,0.09,39,Art,5,84.0,75.0,93.0,81.0,99.0
342,9b0707e5-f68e-4e81-adf9-568bde0bde18,James,Johnston,Female,18,Bayelsa,Port Justin,LLC,2023-03-14,7,Dr. Steve James,Historic buildings inspector/conservation officer,7909085,Secondary,7,4,0.08,30,None,1,72.0,93.0,81.0,96.0,80.0
343,2514c7ce-f4e3-4f7b-a1b7-e3d876b874d3,Miranda,Davidson,Female,16,Osun,Robertshire,Group,2024-01-13,7,Christopher Perez,Investment analyst,12940003,Secondary,10,6,0.03,38,Science,5,45.0,80.0,50.0,59.0,98.0
344,44791214-b5de-4807-8a96-5478a72bdddd,Catherine,Foster,Female,10,Ekiti,Normanstad,Ltd,2022-10-15,9,Jennifer White,Advice worker,10117610,None,7,7,0.09,39,None,4,70.0,89.0,51.0,93.0,43.0
345,a97a4f4e-3c10-471b-ba4f-4b0320029d9f,Johnathan,Manning,Female,11,Plateau,East Garrettville,Inc,2020-04-20,10,Kimberly Johnson,Occupational psychologist,15737173,Secondary,5,2,0.05,34,None,5,80.0,45.0,98.0,70.0,56.0
346,154ff37d-fefa-4198-83d6-cd548623bc74,Dalton,Montgomery,Male,13,Zamfara,Lake Sarahfurt,LLC,2021-02-02,12,Jessica Martinez,Secretary/administrator,1440124,None,8,2,0.09,20,Drama,3,43.0,66.0,76.0,84.0,88.0
347,08ffeab0-0750-42d6-abac-f712d6a919e8,Elizabeth,Dalton,Male,8,Kwara,Michellemouth,PLC,2024-06-10,5,Brandy Fry,"Solicitor, Scotland",1009686,Primary,10,6,0.04,18,Science,1,48.0,92.0,53.0,89.0,63.0
348,74e0079a-98fb-4727-9740-b2122d5245f4,Crystal,Fields,Female,15,Sokoto,Millsside,LLC,2024-04-26,5,Mr. Brandon Parker,Passenger transport manager,1659561,Tertiary,5,3,0.07,21,Chess,2,54.0,74.0,43.0,59.0,70.0
349,02b3c948-4db6-4475-a7dd-1ac44282b6e4,Aaron,Ochoa,Male,10,Rivers,West Justin,PLC,2020-01-15,10,Theresa Woods,Acupuncturist,11450837,Secondary,10,9,0.04,16,Chess,1,50.0,95.0,57.0,91.0,43.0
350,4afcf9e8-cc47-4b72-ae31-0234c4100108,Carla,Robles,Male,15,Kebbi,Jacobside,Group,2021-11-16,5,Omar Price,Multimedia specialist,14927690,Tertiary,3,7,0.06,34,Football,4,51.0,56.0,53.0,82.0,77.0
351,6c17e150-1447-46cc-8352-acea3878becf,Colleen,Black,Male,15,Nasarawa,Justinside,LLC,2021-12-17,8,Catherine Roberts,"Programmer, applications",10299051,Secondary,8,10,0.07,37,Music,3,64.0,76.0,90.0,65.0,87.0
352,b3522c18-45aa-4503-b3e8-8db69e2383d0,Cindy,Lopez,Female,11,Sokoto,East Brandonside,Inc,2020-11-18,1,Derrick Espinoza,Actuary,15599494,None,10,8,0.05,28,Music,1,43.0,52.0,100.0,55.0,60.0
353,03c501fe-2693-44ef-9717-26543b997815,Tristan,Peterson,Female,7,Plateau,Kristifort,LLC,2022-03-15,2,Erin Bridges,Dancer,9678300,None,8,8,0.06,26,Chess,4,56.0,46.0,89.0,71.0,76.0
354,6475c0ee-c691-4069-8439-940d0e588770,Charles,Harrison,Female,7,Ogun,Port John,Group,2023-12-08,5,Randy Wright,Probation officer,9554161,None,3,3,0.09,17,Art,2,61.0,84.0,95.0,89.0,50.0
