Student_ID,Name,Gender,Age,Region,School_Type,Household_Size,School_ID
c0ae0b1a-f347-4736-b7ec-07a64b27b079,Karen Hoffman,Male,19,South East,Private,2,8b10550c-d570-4f32-b02c-dd20286218b8
0240f59a-a638-4854-bb2b-8b80c08bd674,Gregory Allen,Female,18,South East,Private,3,e27a984d-6548-41d0-bfcd-9eb1a7cad415
9f027cbf-eb29-4912-9d1b-83dfa46b6fce,Andrew Blackwell,Male,17,South East,Private,8,5260001e-eecf-47d2-b491-76f46090d697
f1eab64a-cbd4-41cc-aa7a-8c2161a1a29c,David Ramsey,Male,17,South East,Private,10,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
d275bd43-8451-4303-a94d-4fbe06531d47,Kayla Hicks,Female,17,South West,Private,4,f3b1025b-fff9-4585-8d55-7b618a175dfe
e5f5c891-4be3-48a8-8b39-dccf7c9f3bc3,Erica Miller,Female,18,South West,Private,9,48603b32-b4fb-4eb9-89c1-3de73b4206c5
f4ce8477-f8bc-49ac-aada-62ce189099c9,Kim Sims,Female,17,South East,Public,7,e27a984d-6548-41d0-bfcd-9eb1a7cad415
c6097cd8-a127-4c6b-ab9b-153d35f5c654,Michael Houston,Female,18,South East,Private,3,3c19e71d-1184-45ad-9e11-d2cd0930aef6
b3e6f4c6-d428-4f6c-89aa-429334a0dcd4,Natalie Graham,Male,17,North East,Private,2,a14923c2-f920-464c-8763-fcd01f15c7b6
bf343ca7-1276-4d13-b093-8776d116d014,Allison Love,Female,16,North East,Private,3,95a5bafa-431d-429f-ac1e-86d8bfbf397b
0de4833e-12c0-420c-9667-c51809b2eae6,David Jones,Male,16,South South,Public,5,5260001e-eecf-47d2-b491-76f46090d697
4236c0bf-e936-4a85-ba46-fbe3d255a4de,Jerry Sullivan,Male,15,South West,Private,8,655238a6-43ff-4011-bd1a-85dd506e5a9a
ac5d4e57-63b6-44f4-8452-f77950ffde64,Aaron Cortez,Female,18,South East,Private,10,e27a984d-6548-41d0-bfcd-9eb1a7cad415
95ea6825-bef6-459a-8186-a221103056b7,Ryan Howard,Male,18,North East,Public,3,b0cbc61f-3d85-4e89-8217-14298e200724
c971bf51-4a32-4b22-9b2b-b2ec80b9ec30,Lisa Campbell,Female,17,North West,Private,2,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
65262474-61a4-41ff-b00b-8b43ed3b9d13,Amanda Moore,Female,17,South East,Public,2,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
641816b7-bf2b-43b4-a2e9-e52738491ecc,Sarah Phillips,Female,16,South East,Private,10,7d106c60-8162-4cf1-8394-72e6da587e8a
ad62d094-4c4d-4e40-a4e2-226ca250d133,Traci Camacho,Female,15,South East,Public,2,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
f3102525-f517-4e72-9f85-7b21a5df6f85,Shaun Thomas,Female,15,North West,Private,2,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
98be5ff0-929d-4f9f-8149-a2af0ab1a504,Joshua Miller,Male,19,North Central,Public,4,b0cbc61f-3d85-4e89-8217-14298e200724
e74ed0b3-bdce-435f-bf90-5d6a35c606b5,Christine Whitehead,Male,19,North East,Public,10,23e2fcb4-72d8-467d-894a-05e430b187ef
29344e15-2477-4047-8336-a758d9f93502,Luis King,Male,15,South West,Public,3,8b10550c-d570-4f32-b02c-dd20286218b8
ccb68571-abc5-4545-ae6d-7a041d57e734,Amy Potter,Male,18,South East,Public,3,b0cbc61f-3d85-4e89-8217-14298e200724
761579e7-8c81-41b4-be8b-4ccbfd75a5f3,Angel Powers,Female,19,South West,Public,10,847fd9b4-e64d-4bcb-b027-53a15f987c71
b9c037aa-3289-458b-9923-cafc402d105b,Tiffany Howard,Male,17,South West,Private,10,23e2fcb4-72d8-467d-894a-05e430b187ef
199c8d94-3c0a-484e-a7cd-13cbabda06b2,Benjamin Lee,Male,19,North Central,Public,3,d47d577b-fa5a-41ca-859d-d55d4b943e30
9dc89e1a-540e-4d01-b35d-88f37c6166df,Melissa Hernandez,Female,17,South South,Private,10,87fa841a-3e83-491f-a544-0fe06e417d47
50fb35b0-cec5-4969-9d4f-7107911ddc79,Caroline Edwards,Female,17,North East,Public,4,dd6ac7b8-6778-443b-85c5-b37af85e06a1
bd64987e-b652-4e99-b8b5-e89ac921057c,Destiny Ward,Female,17,South West,Private,7,2067bdac-88bd-43d1-b540-b30e039f3a25
e0bd202c-54e1-4f3a-bba4-1ae0adf8f767,Jeremy Hampton,Female,15,North Central,Public,4,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
2cff45f8-1bdc-44a9-8d3a-5d767caa281b,Angela Ramirez,Male,16,North East,Public,9,0a17991e-a576-4411-a0a1-1839e7457704
89e2df24-e42c-4aea-a3d7-263dd391d017,Nicholas Sims,Female,16,North West,Private,4,e27a984d-6548-41d0-bfcd-9eb1a7cad415
04c4f46a-e461-4160-934d-695aba388c8f,Lynn Hess,Male,17,South West,Private,5,bf0d073d-821c-4336-9970-cf60ebff8d15
970c9eb4-c4ea-4ece-a7b6-e4679432d797,Andrew Green,Male,19,South East,Public,6,12a4def0-c4bb-47a9-9988-68dd9c7c7377
78dbcde3-8a28-4792-bfac-a645e4dc4306,Brittany Long,Male,15,South South,Public,7,f3b1025b-fff9-4585-8d55-7b618a175dfe
bbb4c0ce-96f0-4335-85ab-48dae4354021,Brandi Mason,Male,17,South East,Private,2,bf0d073d-821c-4336-9970-cf60ebff8d15
808e08d2-5d26-4b1b-a593-b659172e8c68,David Maynard,Female,16,South East,Public,8,fd72b050-96a9-454f-9c33-e1f94c1f55ab
2a74b90c-af25-47f5-9d31-762afb5abb36,Brenda Moore,Female,16,North West,Public,6,d47d577b-fa5a-41ca-859d-d55d4b943e30
a8cf4f62-90d9-470c-b2de-c75c90fcc9f1,Brianna Dennis,Male,17,South West,Private,2,95a5bafa-431d-429f-ac1e-86d8bfbf397b
38048786-0a58-443c-9bda-0655f06dca24,Crystal Baker,Female,16,South West,Public,6,db52ca58-0500-4bc6-b20d-cb6ef2311f17
34ef2552-ab28-4d09-8af5-7e603be8a5df,Rebecca Hughes,Male,16,South East,Public,3,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
0be3534a-e1ad-440c-b463-835eeafb9f20,Matthew Garcia,Female,15,North West,Public,2,dd6ac7b8-6778-443b-85c5-b37af85e06a1
d463c183-a231-4211-8578-b1c6f7ebc69a,Patrick Lane,Male,17,North East,Private,5,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
a75743f9-606c-42f5-ac81-6bf091f60406,Kevin Villanueva,Male,15,South West,Public,9,fd72b050-96a9-454f-9c33-e1f94c1f55ab
6057153a-4067-4790-8444-050413ed280a,Courtney Sullivan,Female,19,South South,Private,7,db52ca58-0500-4bc6-b20d-cb6ef2311f17
7ca2f582-5854-49d9-9e22-dc3fd1366db1,Stacy Smith,Male,15,South East,Private,4,b0cbc61f-3d85-4e89-8217-14298e200724
2a6524af-709d-438b-a393-6d45e1ccff0d,Jose Campbell,Male,18,South South,Public,5,a14923c2-f920-464c-8763-fcd01f15c7b6
5cbaa496-2848-4240-afd9-0ce1267627ca,Ruth Guerrero,Female,18,South East,Public,4,3c19e71d-1184-45ad-9e11-d2cd0930aef6
b862acc3-5489-4c37-8fa9-026b6a241f46,Michael Mendoza,Female,18,South East,Public,6,c30ff46e-8026-495f-b8cd-a88b436d76e2
d5576899-a5b2-47ea-a947-6f54973e129c,David Anderson,Male,19,North Central,Private,4,847fd9b4-e64d-4bcb-b027-53a15f987c71
a1298fa2-227d-4660-a93f-c26697a418b8,Stephanie Thomas,Male,17,North East,Private,6,6694c343-10ba-48e3-9276-2bdc1d34d08e
2e16f0b6-ec25-4a75-821d-4dca2a955908,Jennifer Costa,Female,17,South South,Private,9,6105716b-ab0e-464e-9c3e-b2d591e1aa96
b8344070-e0e5-46e5-84c4-4853a33b3dfd,Samantha Valentine,Male,17,South South,Private,6,3a43b2ba-df0f-46cb-8b9b-c326d20eac17
fe268e77-9b45-47e0-b2fe-fdc23772aa97,John Robinson,Female,18,South South,Public,9,5260001e-eecf-47d2-b491-76f46090d697
cb6bf562-2488-484d-99d0-90fd6928043e,Patricia Hanson,Male,18,North West,Private,2,aefcfad8-efc8-4849-b3aa-7efe4458a885
b9644e4f-2aef-4f3b-83b7-a0ef82c41c54,Tammy Carlson,Female,19,North Central,Private,2,aefcfad8-efc8-4849-b3aa-7efe4458a885
62ada157-60d2-459a-bad5-1382119fb03e,Alan Mills,Female,18,South South,Private,10,b0cbc61f-3d85-4e89-8217-14298e200724
6b77af9e-af32-4af8-811d-b4afe8ca7483,Lisa Thompson,Female,19,South West,Private,4,7872bdeb-2cd9-4cbb-819a-d58cc35b1c8c
09fe4cdd-998d-45ba-9d60-22c5e6cfcbd8,Kim Goodwin,Male,19,North West,Public,6,60141de9-f54a-40a2-a874-66d7ad66a1bd
215d3b1f-a8cd-444d-bb74-244017db4c2f,Kimberly Smith,Male,16,North Central,Public,9,bf0d073d-821c-4336-9970-cf60ebff8d15
a6340d1a-adb6-40f4-865d-e86ef00f63ef,Jason Golden,Male,18,North West,Private,4,4e7ed827-455a-4762-b428-a656b3ee4d3b
3abf9c65-6dd0-43f3-87a2-0e22b298b811,Karen Mack,Female,18,North West,Public,2,db52ca58-0500-4bc6-b20d-cb6ef2311f17
bdcbfffc-cdfb-44e9-96cb-dafb59bb8900,Sara Johnston,Female,18,South South,Public,6,23e2fcb4-72d8-467d-894a-05e430b187ef
7a25ed81-4128-47eb-a246-29cd6cecdf82,Susan Miller,Male,16,North Central,Private,5,e27a984d-6548-41d0-bfcd-9eb1a7cad415
689d1205-8b31-44d8-a073-c1d09929afeb,Aaron Manning,Male,18,South East,Public,10,61b1cd22-6280-4c45-9043-5a1098ae4334
1e2a03f1-85c5-4910-93f6-f72301d23a76,Jaime Harris,Male,18,South South,Public,6,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
5cbdb682-68aa-4236-90de-ef43cde5c35a,Jeffery Richards,Female,17,North East,Private,7,e27a984d-6548-41d0-bfcd-9eb1a7cad415
6c6e8796-893e-4b89-9adf-c49942e4bf01,Lisa Braun,Female,15,North Central,Public,6,dea4ae17-54fd-4ad3-9716-108ef72169bb
69c9520f-3425-449c-8145-d6ba65bf8e04,Kristin White,Female,19,North West,Public,2,dea4ae17-54fd-4ad3-9716-108ef72169bb
40f7924b-7bd7-44bf-8e0e-abb78f20c5e7,Laura Schroeder MD,Female,18,South East,Public,3,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
a8c6c2df-dd23-4f41-9ae1-35862358755c,David Logan,Female,18,South East,Private,8,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
36e6ba85-19ab-4c15-a96b-67bff301bb6c,Rachel Owen,Female,16,South East,Public,6,c30ff46e-8026-495f-b8cd-a88b436d76e2
b4f02f6f-af3f-4d9a-b272-5aa79d30c42e,James Fields,Male,18,North West,Private,6,6efb63b1-1b04-4863-bd7d-dbedd284476c
25343e85-d2c0-4ec2-9751-94d7cdeb2696,Kyle Davis,Female,16,North East,Private,4,cdfc6ee0-e61e-4e90-8267-deb3aab612c9
147d7bfc-5eef-4d1e-b8c5-ef5e4359ff43,Misty Arias,Female,16,South East,Public,3,fd72b050-96a9-454f-9c33-e1f94c1f55ab
85609e8a-a7fb-4997-9d2c-d9446690a951,Victor Brown,Female,17,North East,Public,7,d9f195d0-1482-4f53-8201-0c62f5f59b22
a3ea21a2-2cde-4187-91fa-82a6c60b340c,Adam Jefferson DVM,Female,17,South West,Public,3,06e745f9-88bc-439c-9f4c-3b79fb10987f
089a9f4f-31da-4817-8937-b90f84a5b18b,Kayla Hale,Female,17,North West,Private,2,8b10550c-d570-4f32-b02c-dd20286218b8
093b4d72-ac8c-4caf-ab63-3b189d7d1756,Matthew Cantrell,Female,16,North East,Public,9,3c9ad14c-ee0c-4eb5-acfe-db992790cebd
c798a445-46a3-4c71-bf2f-6883163b5481,Michael Sullivan,Male,19,North West,Public,2,06e745f9-88bc-439c-9f4c-3b79fb10987f
bca726eb-03ef-4f77-848a-c92433478a91,Tamara Dunn,Male,18,South East,Private,4,cdfc6ee0-e61e-4e90-8267-deb3aab612c9
ea3e072a-8f22-4604-946b-7756b9e439ef,Hannah Ochoa,Male,15,North Central,Public,3,f3b1025b-fff9-4585-8d55-7b618a175dfe
31cc6738-f68a-49b7-9b3a-a1d139ee80ab,Jared Smith,Male,17,North Central,Public,5,0a17991e-a576-4411-a0a1-1839e7457704
1b414999-8198-41f5-a839-f98f2ccf1472,Kathy Morgan,Female,18,North East,Private,6,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
f4eae769-8366-4189-8d8d-9f751df44d3e,Joshua Leon,Female,16,South West,Private,6,655238a6-43ff-4011-bd1a-85dd506e5a9a
f74f6900-7159-4914-b1b6-8ecd400945ce,John Sanchez,Male,15,North East,Private,9,dea4ae17-54fd-4ad3-9716-108ef72169bb
75771730-c68d-44b2-b613-bda056f401e5,Stephanie Atkins,Male,17,South South,Private,6,6105716b-ab0e-464e-9c3e-b2d591e1aa96
114b3c79-4200-49f5-9dc3-c26e7b62659e,Richard Robinson,Male,16,North West,Public,9,6e068097-25e9-4977-8d72-48e2951f58d0
50d3ba03-ccd7-408f-badc-b38cb38046ef,Harry Nichols,Male,15,North East,Private,8,847fd9b4-e64d-4bcb-b027-53a15f987c71
3f8dcf96-436a-42bb-9509-8e07b368d836,James Goodman,Female,16,North Central,Private,4,8b10550c-d570-4f32-b02c-dd20286218b8
ee6ffbea-8df7-4647-9376-9ff9578cd875,Erik Robinson,Male,19,South South,Private,9,8f15ba58-fce6-4504-87f8-424daae65fc1
f2765513-2eca-4629-84e2-269192ded495,Tara Lee,Female,19,South West,Private,6,aefcfad8-efc8-4849-b3aa-7efe4458a885
bc45144a-3c1f-4ff0-b31d-58bbbcb3636d,Derek Perez,Male,17,North East,Public,6,6efb63b1-1b04-4863-bd7d-dbedd284476c
9e5c5dcd-d61a-480a-bfec-0a37d5bea8dc,Richard Wilson,Male,15,North Central,Private,10,6694c343-10ba-48e3-9276-2bdc1d34d08e
a9d6290d-f4ad-4a22-ad02-05f51417c2f9,Aaron Vincent DVM,Female,18,North West,Private,5,8f15ba58-fce6-4504-87f8-424daae65fc1
9ee4105d-5f06-4c76-bb77-7e71d91738f8,Steven Ibarra,Female,16,South South,Public,9,23e2fcb4-72d8-467d-894a-05e430b187ef
7da56b6e-4654-477d-9e67-a2789313b3a7,Phillip Dixon,Male,15,South South,Public,4,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
93a05478-c00b-49de-b8db-128d65db6e43,Joseph Henderson,Male,15,North West,Private,5,95a5bafa-431d-429f-ac1e-86d8bfbf397b
80a23721-0856-4684-8a6f-c4b3f08d312e,Scott Parsons,Male,15,North East,Public,7,06e745f9-88bc-439c-9f4c-3b79fb10987f
b2c027e8-1ed0-42e9-b9fc-6034750acc98,Emily Smith,Female,18,North East,Private,2,dd6ac7b8-6778-443b-85c5-b37af85e06a1
94bcf47a-6122-4189-b5f3-de4aac9204b4,Isaiah Hensley,Male,19,North Central,Private,2,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
3cb526d7-434a-430e-8c6e-a6ad2fe938e4,Tyler Cooper,Male,16,North Central,Public,7,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
35e574e0-6c87-4546-bfaf-64582f14f777,Paul Diaz,Female,17,South East,Private,10,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
2e0d3860-7362-49b7-8795-cd1d668d3c8b,Veronica Parks,Female,17,North West,Private,9,fd72b050-96a9-454f-9c33-e1f94c1f55ab
451b6267-b887-4caf-9991-103fd06eccbc,Kristi Chase,Female,18,South West,Private,8,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
f58ab7c7-cccf-4130-a556-03d4323132fa,Kara Smith,Female,15,North East,Private,6,f3b1025b-fff9-4585-8d55-7b618a175dfe
fedd22d9-226c-4c6a-bfe5-a4b66be8c756,Lydia Ferguson,Female,16,North East,Private,5,d9f195d0-1482-4f53-8201-0c62f5f59b22
4ccf0a4b-7c93-443e-890b-945450d3802d,Scott Williams,Male,15,North West,Public,4,dea4ae17-54fd-4ad3-9716-108ef72169bb
0f5e8b47-29d0-4613-b0c7-700219566990,David Combs,Female,15,South East,Public,8,655238a6-43ff-4011-bd1a-85dd506e5a9a
55ac0d06-be9d-4951-b329-af6e18a73d94,Isaac Grant,Male,15,South South,Public,3,0a17991e-a576-4411-a0a1-1839e7457704
0513eda8-5819-43cc-81f9-994acf5d337f,Gregory Frazier,Male,19,North East,Public,5,5260001e-eecf-47d2-b491-76f46090d697
936dd1a8-93ac-400e-b2ee-eb389b0707e5,Kimberly Krause,Female,17,North Central,Public,8,4e7ed827-455a-4762-b428-a656b3ee4d3b
ac565da6-5339-4df4-9ae8-6d1848dc1e26,Patricia Griffin,Male,17,South South,Public,5,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
49599bed-9d19-41a5-a18d-de71141283fb,Tyler Oneill,Female,19,North West,Public,4,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
565f1491-edb6-4b81-8ec6-8cfea3fd17f0,Logan Sullivan,Male,16,South West,Public,4,87fa841a-3e83-491f-a544-0fe06e417d47
2978cc73-1440-4dec-9243-9b0fe835f080,Erik Delgado,Female,17,South West,Private,4,6efb63b1-1b04-4863-bd7d-dbedd284476c
a5076897-9afa-4267-8479-1214b5def807,Stephen Norman,Female,19,North Central,Public,8,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
96405fcd-bf76-4449-9cf8-5eebf0533851,Joanna Jackson,Male,16,North West,Private,5,8f15ba58-fce6-4504-87f8-424daae65fc1
ba4f4b03-2002-4d9f-85e9-f407daada0b1,David Manning,Female,19,North Central,Private,3,b0cbc61f-3d85-4e89-8217-14298e200724
2abaa4f9-35e8-4364-947f-1f67bfeef19d,Brendan Zuniga,Female,17,North East,Private,2,8a476a87-e49d-481d-91d8-7c6455fa1ab8
06bfd9c4-0dc7-4104-8c66-27667922b440,Kelly Ferrell,Female,16,North Central,Private,9,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
27c00f89-9e3b-41b3-8330-125c1a9b0d42,Timothy Price,Male,16,South West,Private,9,87fa841a-3e83-491f-a544-0fe06e417d47
48bfb602-bcd2-48eb-bf55-60cd3ab7127e,Cameron Rose,Male,18,North West,Private,6,aefcfad8-efc8-4849-b3aa-7efe4458a885
a9de5b26-08ff-4ab0-8750-72d62bacf712,Thomas Lin,Female,15,South East,Public,4,82dc4c8e-36b5-429a-acf5-e81e71316269
8a63b93c-def3-406a-b998-63f27799fddb,Kimberly Taylor,Female,17,South South,Public,9,6efb63b1-1b04-4863-bd7d-dbedd284476c
2d5245f4-8a0e-4018-b297-69b2f2cffcae,Joyce Curry,Male,19,North West,Public,8,aefcfad8-efc8-4849-b3aa-7efe4458a885
86017633-6f5a-4d52-9061-498fe096521e,Kimberly Stout,Female,16,South South,Public,3,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
ce015413-3a25-46fe-8a27-b0b07b4d8646,Eric Gutierrez,Female,19,South West,Public,8,8f15ba58-fce6-4504-87f8-424daae65fc1
00060d5a-02b3-4948-8db6-f47527dd1ac4,Olivia Taylor,Male,19,North West,Public,3,f26b4776-913e-4de2-a0c5-3cb83da9c2a9
022111e5-88fc-4da1-b81d-5b6c49694032,Katherine Campos,Male,15,North East,Private,5,aefcfad8-efc8-4849-b3aa-7efe4458a885
6e310234-c410-4108-8256-83894cb34663,Linda Robles,Female,17,North West,Private,6,6efb63b1-1b04-4863-bd7d-dbedd284476c
69678586-3046-4008-9fa7-20128c57a277,Jessica Wright,Male,17,South East,Private,5,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
63c4e76d-a55f-4725-bcb3-c168b7062cfa,Connie Miller,Female,15,South South,Private,7,7d106c60-8162-4cf1-8394-72e6da587e8a
c3b8c80f-8440-4e98-bd53-ec43a0152b5b,Lisa Benson,Female,17,North East,Public,6,8b10550c-d570-4f32-b02c-dd20286218b8
be3074f8-a601-47c3-88e0-95024598f3c8,Debra Lopez,Male,17,South West,Private,4,82dc4c8e-36b5-429a-acf5-e81e71316269
4a22eae9-22f9-4afe-aeb2-3ca31186da93,Jesse Chavez,Female,19,North East,Private,2,dea4ae17-54fd-4ad3-9716-108ef72169bb
3012f819-7df3-4378-9f6c-cab4b3522c18,Christian Booker,Male,16,South East,Private,3,c30ff46e-8026-495f-b8cd-a88b436d76e2
1a2e9864-f8ea-4a36-af99-9b2a05aa5eab,Calvin Gonzales,Male,19,North Central,Public,7,0a17991e-a576-4411-a0a1-1839e7457704
269334ef-1717-4654-bb99-78150219a9c7,Daniel Fisher,Female,19,South West,Public,4,d9f195d0-1482-4f53-8201-0c62f5f59b22
ff7a884d-7f96-4d35-8ca9-9089c9254bb5,Michael Johnson,Male,18,North West,Public,10,61b1cd22-6280-4c45-9043-5a1098ae4334
f39ef1be-c025-43ea-97f2-a67814898025,Derek Long,Female,15,North Central,Public,5,d9f195d0-1482-4f53-8201-0c62f5f59b22
3133839e-2e7d-452b-b85b-8a078b0ea0b9,Danielle James,Female,16,South South,Private,3,0f02bad0-e706-4ef4-a6aa-9385dd59ba71
c4a531cd-f97f-4994-9f38-df55033ac4d6,Janice Proctor,Female,19,North Central,Private,6,fd72b050-96a9-454f-9c33-e1f94c1f55ab
08942176-fe99-4f69-bcd4-99753f46057b,Nicolas Davis,Male,19,North West,Public,8,8a476a87-e49d-481d-91d8-7c6455fa1ab8
790b185c-355c-4a9c-bb6b-f1dcaa7f7e06,Tyrone Mayer,Male,17,North West,Private,3,82dc4c8e-36b5-429a-acf5-e81e71316269
0accb23c-ba6d-4ed8-a110-e887289ac251,Krista Martinez,Male,17,North Central,Public,8,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
32df8d45-4c7f-43bb-a376-0c2d7b31dcdc,Anthony Estrada,Female,16,South East,Private,6,e2acf72f-9e57-4f7a-a0ee-89aed453dd32
a206527c-3c68-41d6-9ce8-e12ff9287d26,Adrian Bauer,Male,19,South East,Public,2,dea4ae17-54fd-4ad3-9716-108ef72169bb
ca0553a2-6553-415f-9ea1-5b0f95aeb18b,Wayne Perkins,Male,15,North East,Private,8,dd6ac7b8-6778-443b-85c5-b37af85e06a1
98a15e4f-b03b-4934-b9ab-56d1b0d515ab,Randy Wright,Male,16,South West,Public,2,e27a984d-6548-41d0-bfcd-9eb1a7cad415
9e5f8273-af9a-4168-9766-17957ffab493,Wayne Malone,Female,18,North West,Public,8,aefcfad8-efc8-4849-b3aa-7efe4458a885
a502dc4b-5b03-44d8-8f4d-6c400f5f9707,Joshua Rodriguez,Female,18,South South,Public,10,8a476a87-e49d-481d-91d8-7c6455fa1ab8
fb4f1972-5115-47ee-bb90-908e7ce34563,Maria Reed,Male,15,South East,Private,10,bf0d073d-821c-4336-9970-cf60ebff8d15
31662c94-bbb2-4366-b04f-e1a8e44cbd41,James Ramsey,Male,16,North West,Private,4,b04d3376-77fc-4703-9fd5-a423706c5c56
7c3cc2bc-0a1b-4bd3-a60e-c813402da0fa,Kristin Daniels,Male,16,North Central,Public,3,688c7015-aab9-4e49-8f2d-479681d2c7de
2fc6c4e6-9113-4d7e-b095-26217d76ab58,Erica Mcdonald,Female,17,South West,Private,4,655238a6-43ff-4011-bd1a-85dd506e5a9a
ea1af7d2-9943-46bb-94d3-53a5de1f1619,Caitlyn Schmidt,Female,17,North Central,Private,3,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
436adb9d-d1c5-4a00-8bb1-3407730ad7de,Jordan Parsons,Female,16,South East,Public,8,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
2f7f2cd7-bbd0-4e6c-a108-ffcc8186722b,Lisa Diaz,Female,16,South South,Private,7,e27a984d-6548-41d0-bfcd-9eb1a7cad415
b893b08a-5219-4216-bd21-1daf9ec5405d,Walter Fuentes,Male,16,South South,Private,9,6e068097-25e9-4977-8d72-48e2951f58d0
7f5f61aa-aee7-47a5-8629-6fbe309b48dd,Brittany Campbell,Male,19,North Central,Public,4,82dc4c8e-36b5-429a-acf5-e81e71316269
1c4760a5-5270-4b29-a412-47a268e8f311,Matthew Williams,Male,17,North Central,Public,10,a14923c2-f920-464c-8763-fcd01f15c7b6
df9d3910-2dbb-45bd-a138-e2e6f013a170,Brian Lee,Male,19,South East,Private,2,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
d617b9c0-a449-464f-922d-dab608252b39,John Hanson,Female,16,North Central,Public,9,dea4ae17-54fd-4ad3-9716-108ef72169bb
5dc96097-0c90-4028-8185-300d971df5fd,Mitchell Smith,Female,18,North Central,Public,6,8b10550c-d570-4f32-b02c-dd20286218b8
7dccc026-a7df-40b2-b56f-dc0aebc8f6b7,Sandra Mcdonald,Female,15,South West,Private,9,db52ca58-0500-4bc6-b20d-cb6ef2311f17
8eda6433-5c65-465c-8f8a-0c2ca3900bc0,Stephanie Short,Female,15,North West,Public,7,688c7015-aab9-4e49-8f2d-479681d2c7de
d2da43ec-0eec-4013-b55b-eaaacb53f0be,Kendra Navarro,Male,17,North East,Public,5,8b10550c-d570-4f32-b02c-dd20286218b8
f1d188b9-13f3-4289-8dcc-b05dd59ef0fd,Joseph Garcia,Female,15,South South,Private,4,8a476a87-e49d-481d-91d8-7c6455fa1ab8
30807a5d-62a5-4eec-881a-f04f3b23feed,Matthew Hudson,Female,15,South South,Public,10,60141de9-f54a-40a2-a874-66d7ad66a1bd
bfcb3388-8ef4-474b-adcc-4095f28f9444,Nichole Miranda,Male,17,South West,Public,10,82dc4c8e-36b5-429a-acf5-e81e71316269
756eb67d-acab-4b69-9ba3-7cb59399ad15,Jessica Garcia,Male,15,South South,Private,10,8a476a87-e49d-481d-91d8-7c6455fa1ab8
66cc7376-8cca-4963-ae2e-77a4cadec379,Mary Ferguson,Male,16,North Central,Private,6,655238a6-43ff-4011-bd1a-85dd506e5a9a
5a31e916-eefb-4a24-b169-3ed5999413cc,Krista Shea,Female,17,North East,Public,3,b0cbc61f-3d85-4e89-8217-14298e200724
c3a1962d-698f-446d-9f29-0290d8485a54,Samantha Morris,Male,17,South East,Private,7,847fd9b4-e64d-4bcb-b027-53a15f987c71
36c3fe85-8bae-495e-902a-405c3d9ffe59,Joshua Garner,Male,18,South West,Private,10,23e2fcb4-72d8-467d-894a-05e430b187ef
728f5897-73d0-46c7-b62e-cf885c29850b,April Johnson,Male,18,South East,Private,7,a14923c2-f920-464c-8763-fcd01f15c7b6
84820c08-042c-45ad-9883-e9b148d3d2ce,Steve Smith,Female,18,North East,Private,2,2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8
db107e7f-36fe-40b4-b8cd-9122fc0145e1,Raymond Harding,Male,18,South South,Public,3,f1b64afe-d31e-4f1a-a9ff-1cae41c8ca8c
8dbcde5a-eb4a-4de6-86a5-2064d284b528,Laura Duncan,Male,18,North East,Private,3,60141de9-f54a-40a2-a874-66d7ad66a1bd
5b0c4170-75da-4bbe-89a9-161a18233383,Derek Preston,Female,19,North Central,Public,8,0a17991e-a576-4411-a0a1-1839e7457704
cfa28fb8-4199-422e-bba5-81263ff69f41,Kelly Carroll,Female,19,North West,Public,5,d9f195d0-1482-4f53-8201-0c62f5f59b22
b93c92d5-13c3-4b5d-bbf8-da9137a9f824,John Freeman,Male,15,South South,Public,6,8a476a87-e49d-481d-91d8-7c6455fa1ab8
9383f86d-b3ed-46ed-b089-4de4e6267164,Anna May,Female,19,North East,Private,4,dd6ac7b8-6778-443b-85c5-b37af85e06a1
